sample id,source,batch number,batch date,composition,post processing id,rep,total reps,reaction,current density,voltage,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,std,3.0,CO2R,100.0,0.06038272435924098,1.3025882127611357,0.5372133733696042,0.017690943920424855,0.0012876380866976296,1.2670838524021557,1.2670838524021506
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,avg,3.0,CO2R,100.0,3.4935123476666665,62.81717550333334,0.6188605106666666,0.12549767866666667,0.006603163666666666,63.58395416333334,36.41604583666666
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,avg,3.0,CO2R,200.0,3.7262923100000003,71.44269601666667,0.19155206300000002,0.11237913466666667,0.005479220999999999,71.76545229,28.23454771
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,std,3.0,CO2R,50.0,0.03745774475240542,2.961125916942088,0.7316128167040552,0.021299043184058515,0.0014600443525958383,3.166190491617937,3.1661904916179386
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,std,3.0,CO2R,200.0,0.06732991379749304,8.117401963388208,0.3317779054106345,0.030008867291655666,0.0018730918472672402,7.786355593814461,7.786355593814464
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,std,3.0,CO2R,150.0,0.07569309118636856,7.975086732192741,0.5194535178557296,0.004675342519124915,0.0005619715000000744,7.4724343080491415,7.472434308049138
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,std,3.0,HER,50.0,0.014218565488917,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,avg,3.0,HER,50.0,2.9174953003333335,,,,,,
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,avg,3.0,CO2R,300.0,3.850919207,74.56660179666666,0.10314341833333333,0.07222844,0.003605983,74.75387274,25.246127259999998
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,std,3.0,CO2R,300.0,0.08319497887444942,3.039925219038103,0.17864964101966452,0.03962079302268571,0.001988524365787103,2.815159051465076,2.8151590514650775
uoft4_240405_Pd-0.333-Tl-0.667_pp0,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,avg,3.0,CO2R,150.0,3.6833183653333332,60.25640489,0.595939751,0.12023802966666668,0.006181685333333333,60.99381277,39.00618723
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep1,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,1,,CO2R,300.0,3.907298409,71.05714704,0.309430255,0.117791681,0.0059007,71.50410982,28.49589018
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep1,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,1,,CO2R,150.0,3.769525704,54.79294398,0.83497053,0.114856063,0.005619714,55.76321902,44.23678098
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep1,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,1,,CO2R,200.0,3.77851695,63.06723305,0.574656189,0.144487459,0.007586614,63.81175778,36.18824222
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep1,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,1,,CO2R,100.0,3.563236083,61.38985959,0.965127701,0.113938682,0.005479221,62.48824534,37.51175466
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep1,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,1,,CO2R,50.0,3.221188,65.4301199,0.0,0.110085683,0.0059007,65.56291218,34.43708782
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep1,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,1,,HER,50.0,2.923249339,,,,,,
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep2,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,2,,CO2R,200.0,3.650302565,71.98612651,0.0,0.107608755,0.004847003,72.11168098,27.88831902
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep2,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,2,,CO2R,300.0,3.755369056,76.25855322,0.0,0.045869035,0.002388378,76.3124126,23.6875874
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep2,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,2,,CO2R,150.0,3.627738113,56.56824792,0.952848723,0.122562061,0.006743657,57.66621967,42.33378033
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep2,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,2,,HER,50.0,2.927935033,,,,,,
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep2,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,2,,CO2R,100.0,3.458495724,63.94170207,0.891453831,0.116690824,0.006322178,64.97149192,35.02850808
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep2,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,2,,CO2R,50.0,3.186660243,71.28083869,0.0,0.108984827,0.0059007,71.41055294,28.58944706
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep3,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,3,,CO2R,100.0,3.458805236,63.11996485,0.0,0.14586353,0.008008092,63.29212523,36.70787477
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep3,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,3,,CO2R,200.0,3.750057415,79.27472849,0.0,0.08504119,0.004004046,79.37291811,20.62708189
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep3,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,3,,CO2R,50.0,3.146347013,69.15022285,1.26719057,0.146413959,0.008429571,70.59104001,29.40895999
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep3,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,3,,HER,50.0,2.901301529,,,,,,
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep3,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,3,,CO2R,300.0,3.890090156,76.38410513,0.0,0.053024604,0.002528871,76.4450958,23.5549042
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep3,uoft,4,240405,Pd-0.333-Tl-0.667,pp0,3,,CO2R,150.0,3.652691279,69.40802277,0.0,0.123295965,0.006181685,69.55199962,30.44800038
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,avg,3.0,HER,50.0,2.84765235,,,,,,
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,avg,3.0,CO2R,100.0,3.320313163,80.27830672333333,1.1321218073333335,0.1418270553333333,0.008008092333333333,81.58333059,18.41666941
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,std,3.0,CO2R,300.0,0.1608080242585485,9.963051301581809,0.0,0.014587218426504107,0.0005849184420774687,9.96460025157981,9.964600251579807
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,avg,3.0,CO2R,300.0,3.671928801,78.28384495666667,0.0,0.047336843999999996,0.0022947166666666668,78.33935308999999,21.660646909999997
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,std,3.0,HER,50.0,0.10760547749949467,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,std,3.0,CO2R,100.0,0.17955806431421376,7.515101256127946,1.016654920547306,0.014144332490355656,0.0016859145000000244,6.88682227728813,6.886822277288128
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,avg,3.0,CO2R,200.0,3.5725712480000005,75.36493753666667,0.5230844793333332,0.10100361433333332,0.005900699666666666,76.00934315,23.990656850000004
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,avg,3.0,CO2R,150.0,3.446864559333333,74.02903039,0.9315651603333333,0.13136891566666667,0.007867599333333334,75.11971354666667,24.880286453333337
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,std,3.0,CO2R,50.0,0.11050997238065652,11.952663389799884,1.1059263507914312,0.02306551206441594,0.0024334072543263966,10.942884196973477,10.942884196973475
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,std,3.0,CO2R,200.0,0.1545761743946821,9.837397712424233,0.5909085323538956,0.014539543407197571,0.0011733466207035038,9.25646152347511,9.256461523475117
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,std,3.0,CO2R,150.0,0.15951294285371714,9.302042669234266,0.853152513837224,0.011997712200982082,0.0017547549259119728,8.44835736864785,8.44835736864785
uoft4_240405_Pd-0.591-Tl-0.409_pp0,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,avg,3.0,CO2R,50.0,3.014111602333333,77.73253259,0.6385068763333334,0.159624241,0.008710556666666668,78.56408881,21.43591119
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep1,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,1,,CO2R,300.0,3.842933346,84.98085333,0.0,0.061831459,0.00295035,85.05387333,14.94612667
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep1,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,1,,CO2R,150.0,3.587917449,84.37883195,0.0,0.126965488,0.006462671,84.53071364,15.46928636
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep1,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,1,,CO2R,200.0,3.710946834,85.74787085,0.0,0.092747188,0.004636264,85.85835301,14.14164699
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep1,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,1,,HER,50.0,2.953613736,,,,,,
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep1,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,1,,CO2R,100.0,3.479946874,87.43560234,0.0,0.125497679,0.006322178,87.58571096,12.41428904
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep1,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,1,,CO2R,50.0,3.108729864,89.05396639,0.0,0.134304534,0.0059007,89.21394326,10.78605674
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep2,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,2,,HER,50.0,2.85086843,,,,,,
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep2,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,2,,CO2R,300.0,3.649094741,83.03626358,0.0,0.032658753,0.001826407,83.07404401,16.92595599
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep2,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,2,,CO2R,50.0,3.04095092,78.90811693,0.0,0.179439664,0.010115485,79.12831812,20.87168188
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep2,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,2,,CO2R,100.0,3.355077751,72.45035468,1.429273084,0.149716529,0.009694007,74.06474143,25.93525857
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep2,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,2,,CO2R,150.0,3.478917063,71.34194061,1.119842829,0.14494615,0.009834499,72.63897195,27.36102805
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep2,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,2,,CO2R,200.0,3.601020239,74.16351043,0.405206287,0.092471974,0.006111439,74.68064599,25.31935401
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep3,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,3,,CO2R,100.0,3.125914864,80.94896315,1.967092338,0.150266958,0.008008092,83.09953938,16.90046062
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep3,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,3,,CO2R,150.0,3.273759166,66.36631861,1.674852652,0.122195109,0.007305628,68.18945505,31.81054495
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep3,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,3,,CO2R,300.0,3.523758316,66.83441796,0.0,0.04752032,0.002107393,66.89014193,33.10985807
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep3,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,3,,CO2R,50.0,2.892654023,65.23551445,1.915520629,0.165128525,0.010115485,67.35000505,32.64999495
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep3,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,3,,CO2R,200.0,3.405746671,66.18343133,1.164047151,0.117791681,0.006954396,67.48903045,32.51096955
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep3,uoft,4,240405,Pd-0.591-Tl-0.409,pp0,3,,HER,50.0,2.738474884,,,,,,
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,avg,3.0,CO2R,100.0,3.1900544333333336,4.2306807006666665,23.31777996,0.014678090999999999,0.0,27.565774969999996,72.43422503
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,std,3.0,HER,50.0,0.10449065115771358,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,std,3.0,CO2R,100.0,0.06563285100008756,0.2597592255268081,0.410727697572869,0.0035387595782747088,0.0,0.48272497604370035,0.4827249760437076
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,avg,3.0,CO2R,300.0,3.6637522593333336,20.981536897,8.506057631,0.021405549666666666,0.0014517593333333333,29.514406163333334,70.48559383666667
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,avg,3.0,HER,50.0,2.777978622333334,,,,,,
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,std,3.0,CO2R,300.0,0.13513988604474642,18.744801606081364,4.296039791498172,0.009466965975845181,0.0006489087936037955,14.671161262914817,14.671161262914822
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,avg,3.0,CO2R,200.0,3.42477437,5.199313649666666,14.964390963333335,0.013485496,0.000491725,20.179988526666666,79.82001147333334
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,std,3.0,CO2R,150.0,0.0533272095886951,0.5929472948049601,0.989613546633877,0.000635580085289284,0.0,1.5831713741491051,1.5831713741491054
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,avg,3.0,CO2R,50.0,2.9823904333333338,5.664901964999999,32.927308450000005,0.024585802666666667,0.0,38.62173912666667,61.37826087333334
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,std,3.0,CO2R,50.0,0.07087686553602963,0.22934109834580518,0.45183971068628337,0.007810137763667191,0.0,0.539911136988044,0.539911136988044
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,std,3.0,CO2R,200.0,0.08911326525592644,2.995126953547202,2.612838210677548,0.007022008389414243,0.0008516926833518063,0.6390039685842429,0.6390039685842529
uoft4_240405_Pd-0.75-Tl-0.25_pp0,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,avg,3.0,CO2R,150.0,3.3095538579999997,3.4016196193333337,18.375900456666667,0.012843329666666667,0.0,21.79245041333333,78.20754958666667
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep1,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,1,,CO2R,200.0,3.386484219,3.315511938,16.12721022,0.008256426,0.0,19.4527086,80.5472914
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep1,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,1,,CO2R,150.0,3.294369538,3.188599887,18.02062868,0.013210282,0.0,21.22441602,78.77558398
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep1,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,1,,CO2R,300.0,3.695477449,19.04559627,7.578585462,0.025136231,0.001826407,26.65608728,73.34391272
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep1,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,1,,CO2R,100.0,3.173761266,4.477808701,23.03781925,0.012109425,0.0,27.53020883,72.46979117
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep1,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,1,,HER,50.0,2.732138132,,,,,,
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep1,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,1,,CO2R,50.0,2.982003037,5.899684028,32.7848723,0.017613709,0.0,38.70711295,61.29288705
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep2,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,2,,CO2R,300.0,3.780207173,40.61918015,4.749508841,0.028438802,0.001826407,45.4043914,54.5956086
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep2,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,2,,CO2R,200.0,3.526633243,8.65303731,11.97200393,0.021466708,0.001475175,20.65144316,79.34855684
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep2,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,2,,HER,50.0,2.897554355,,,,,,
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep2,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,2,,CO2R,50.0,3.053460203,5.653602293,33.43320236,0.023117994,0.0,39.11387697,60.88612303
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep2,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,2,,CO2R,100.0,3.26229915,3.959907092,23.1262279,0.013210282,0.0,27.10181673,72.89818327
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep2,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,2,,CO2R,150.0,3.368826465,2.944610684,17.6129666,0.012109425,0.0,20.57166387,79.42833613
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep3,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,3,,CO2R,100.0,3.134102884,4.254326309,23.78929273,0.018714566,0.0,28.06529935,71.93470065
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep3,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,3,,CO2R,300.0,3.515572156,3.279834271,13.19007859,0.010641616,0.000702464,16.48273981,83.51726019
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep3,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,3,,CO2R,200.0,3.361205648,3.629391701,16.79395874,0.010733354,0.0,20.43581382,79.56418618
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep3,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,3,,HER,50.0,2.70424338,,,,,,
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep3,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,3,,CO2R,50.0,2.91170806,5.441419574,32.56385069,0.033025705,0.0,38.04422746,61.95577254
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep3,uoft,4,240405,Pd-0.75-Tl-0.25,pp0,3,,CO2R,150.0,3.265465571,4.071648287,19.49410609,0.013210282,0.0,23.58127135,76.41872865
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,avg,3.0,HER,50.0,2.5453115593333333,,,,,,
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,std,3.0,HER,50.0,0.06887759449886569,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,avg,3.0,CO2R,50.0,3.0599409976666667,73.72742681666666,16.20333988333333,0.05871236466666666,0.0016859143333333333,90.00039173666669,9.999608262333332
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,std,3.0,CO2R,150.0,0.0814222329173275,2.0037364419802195,1.5055796803605754,0.00844256115890936,0.0007071320630634229,1.335140765101311,1.3351407647248663
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,std,3.0,CO2R,50.0,0.07651426995482581,1.5973283256561968,0.33740165978282,0.015425095791604226,0.0029200892825419454,1.9321020459953893,1.9321020467794008
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,avg,3.0,CO2R,100.0,3.406344579,78.59172613,11.979371316666667,0.073940884,0.004495771,90.6585961,9.341403898666666
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,avg,3.0,CO2R,200.0,3.6853168276666666,85.48044528999999,2.428781925333333,0.049722033666666665,0.0031610893333333333,87.96787706333333,12.032122934333335
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,avg,3.0,CO2R,150.0,3.633346456,84.60705741,6.450556647333333,0.079750962,0.004870418666666667,91.15223110333334,8.847768897333333
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,std,3.0,CO2R,200.0,0.08649106481271,3.3045051986811016,0.46841365472217805,0.006520505206932768,0.0005575635524891609,3.6994524957487918,3.69945249778222
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,avg,3.0,CO2R,300.0,3.754631558,82.81508297,0.728552718,0.022445247666666668,0.0014985903333333333,83.57005098,16.42994902
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,std,3.0,CO2R,300.0,0.08422629081248653,0.8331554682239148,0.27152187390862365,0.004404700953737306,0.0002924591009429067,1.1082300713575566,1.1082300713575532
uoft4_240405_Pd-1.0_pp0,uoft,4,240405,Pd-1.0,pp0,std,3.0,CO2R,100.0,0.06525829985417882,2.667844160297925,0.3964722257242044,0.016460785168231535,0.0008773775430201073,2.610836759390622,2.610836758913071
uoft4_240405_Pd-1.0_pp0_rep1,uoft,4,240405,Pd-1.0,pp0,1,,CO2R,200.0,3.597962536,87.54797129,2.401768173,0.045685559,0.002739611,90.00360183,9.996398167
uoft4_240405_Pd-1.0_pp0_rep1,uoft,4,240405,Pd-1.0,pp0,1,,HER,50.0,2.466976851,,,,,,
uoft4_240405_Pd-1.0_pp0_rep1,uoft,4,240405,Pd-1.0,pp0,1,,CO2R,150.0,3.552319159,86.75259997,4.81827112,0.071188742,0.004214785,91.65484233,8.345157672
uoft4_240405_Pd-1.0_pp0_rep1,uoft,4,240405,Pd-1.0,pp0,1,,CO2R,100.0,3.338559927,81.33629078,12.09724951,0.077059978,0.004214785,93.52470087,6.47529913
uoft4_240405_Pd-1.0_pp0_rep1,uoft,4,240405,Pd-1.0,pp0,1,,CO2R,300.0,3.666255937,83.49641131,0.96021611,0.022567565,0.001404928,84.48307137,15.51692863
uoft4_240405_Pd-1.0_pp0_rep1,uoft,4,240405,Pd-1.0,pp0,1,,CO2R,50.0,2.978098555,74.80508067,16.31139489,0.053941985,0.0,91.1783262,8.821673801
uoft4_240405_Pd-1.0_pp0_rep2,uoft,4,240405,Pd-1.0,pp0,2,,CO2R,100.0,3.411731179,76.00786792,12.30353635,0.088618975,0.005479221,88.41588257,11.58411743
uoft4_240405_Pd-1.0_pp0_rep2,uoft,4,240405,Pd-1.0,pp0,2,,CO2R,50.0,3.072038714,74.48492331,16.47347741,0.075959122,0.005057743,91.05226914,8.947730856
uoft4_240405_Pd-1.0_pp0_rep2,uoft,4,240405,Pd-1.0,pp0,2,,CO2R,150.0,3.632562249,82.78432275,6.748526523,0.088068547,0.005619714,89.63873005,10.36126995
uoft4_240405_Pd-1.0_pp0_rep2,uoft,4,240405,Pd-1.0,pp0,2,,CO2R,200.0,3.687069934,87.22404737,2.910117878,0.057244555,0.003793307,90.20237033,9.797629666
uoft4_240405_Pd-1.0_pp0_rep2,uoft,4,240405,Pd-1.0,pp0,2,,CO2R,300.0,3.763657169,83.06262948,0.7956778,0.026787516,0.001826407,83.89005171,16.10994829
uoft4_240405_Pd-1.0_pp0_rep2,uoft,4,240405,Pd-1.0,pp0,2,,HER,50.0,2.572567653,,,,,,
uoft4_240405_Pd-1.0_pp0_rep3,uoft,4,240405,Pd-1.0,pp0,3,,CO2R,100.0,3.468742631,78.43101969,11.53732809,0.056143699,0.003793307,90.03520486,9.964795136
uoft4_240405_Pd-1.0_pp0_rep3,uoft,4,240405,Pd-1.0,pp0,3,,CO2R,150.0,3.71515796,84.28424951,7.784872299,0.079995597,0.004776757,92.16312093,7.83687907
uoft4_240405_Pd-1.0_pp0_rep3,uoft,4,240405,Pd-1.0,pp0,3,,CO2R,200.0,3.770918013,81.66931721,1.974459725,0.046235987,0.00295035,83.69765903,16.30234097
uoft4_240405_Pd-1.0_pp0_rep3,uoft,4,240405,Pd-1.0,pp0,3,,CO2R,50.0,3.129685724,71.89227647,15.82514735,0.046235987,0.0,87.77057987,12.22942013
uoft4_240405_Pd-1.0_pp0_rep3,uoft,4,240405,Pd-1.0,pp0,3,,CO2R,300.0,3.833981568,81.88620812,0.429764244,0.017980662,0.001264436,82.33702986,17.66297014
uoft4_240405_Pd-1.0_pp0_rep3,uoft,4,240405,Pd-1.0,pp0,3,,HER,50.0,2.596390174,,,,,,
uoft4_240405_Rh-1.0_pp0,uoft,4,240405,Rh-1.0,pp0,avg,1.0,CO2R,150.0,3.460740993,96.12212015,0.0,0.035594371,0.0019669,96.16561292,3.834387085
uoft4_240405_Rh-1.0_pp0,uoft,4,240405,Rh-1.0,pp0,avg,1.0,HER,50.0,2.38159257,,,,,,
uoft4_240405_Rh-1.0_pp0,uoft,4,240405,Rh-1.0,pp0,avg,1.0,CO2R,50.0,3.018693136,97.17215259,0.0,0.036328276,0.0,97.21441235,2.785587646
uoft4_240405_Rh-1.0_pp0,uoft,4,240405,Rh-1.0,pp0,std,1.0,HER,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Rh-1.0_pp0,uoft,4,240405,Rh-1.0,pp0,std,1.0,CO2R,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Rh-1.0_pp0,uoft,4,240405,Rh-1.0,pp0,avg,1.0,CO2R,100.0,2.853513767,97.34290318,0.0,0.039630846,0.0,97.3894541,2.610545902
uoft4_240405_Rh-1.0_pp0,uoft,4,240405,Rh-1.0,pp0,std,1.0,CO2R,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Rh-1.0_pp0,uoft,4,240405,Rh-1.0,pp0,std,1.0,CO2R,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
