,sample id,source,batch number,batch date,composition,post processing id,rep,total reps,reaction,current density,voltage,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid,xrf comp
807,uoft5_240507_Au-0.125-Pd-0.625-Tl-0.25_pp0_rep2,uoft,5,240507,Au-0.125-Pd-0.625-Tl-0.25,pp0,2,,CO2R,50.0,2.947808083,8.442110109,29.16011788,0.013210282,0.0,37.62038118,62.37961882,Au-0.124-Pd-0.582-Tl-0.295
808,uoft5_240507_Au-0.125-Pd-0.625-Tl-0.25_pp0_rep2,uoft,5,240507,Au-0.125-Pd-0.625-Tl-0.25,pp0,2,,CO2R,300.0,3.62779205,17.11209693,8.62475442,0.020549328,0.001264436,25.76228991,74.23771009,Au-0.124-Pd-0.582-Tl-0.295
809,uoft5_240507_Au-0.125-Pd-0.625-Tl-0.25_pp0_rep2,uoft,5,240507,Au-0.125-Pd-0.625-Tl-0.25,pp0,2,,CO2R,200.0,3.371295056,4.560986838,17.13654224,0.007155569,0.0,21.70616752,78.29383248,Au-0.124-Pd-0.582-Tl-0.295
810,uoft5_240507_Au-0.125-Pd-0.625-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.125-Pd-0.625-Tl-0.25,pp0,3,,CO2R,50.0,2.835600136,9.629831133,33.43320236,0.012109425,0.0,43.07909724,56.92090276,Au-0.124-Pd-0.582-Tl-0.295
811,uoft5_240507_Au-0.125-Pd-0.625-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.125-Pd-0.625-Tl-0.25,pp0,3,,CO2R,150.0,3.198393927,4.793990249,21.07563851,0.008806855,0.0,25.88041277,74.11958723,Au-0.124-Pd-0.582-Tl-0.295
812,uoft5_240507_Au-0.125-Pd-0.625-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.125-Pd-0.625-Tl-0.25,pp0,3,,CO2R,300.0,3.639683193,44.93021407,3.762278978,0.036878704,0.002247886,48.73919876,51.26080124,Au-0.124-Pd-0.582-Tl-0.295
813,uoft5_240507_Au-0.125-Pd-0.625-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.125-Pd-0.625-Tl-0.25,pp0,3,,CO2R,200.0,3.300787522,3.978739877,19.29887033,0.006880355,0.0,23.28622058,76.71377942,Au-0.124-Pd-0.582-Tl-0.295
814,uoft5_240507_Au-0.125-Pd-0.625-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.125-Pd-0.625-Tl-0.25,pp0,3,,HER,50.0,2.633017752,,,,,,,Au-0.124-Pd-0.582-Tl-0.295
815,uoft5_240507_Au-0.125-Pd-0.625-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.125-Pd-0.625-Tl-0.25,pp0,3,,CO2R,100.0,3.060445007,6.666806169,25.6827112,0.009907712,0.0,32.36239082,67.63760918,Au-0.124-Pd-0.582-Tl-0.295
816,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep1,uoft,5,240507,Au-0.444-Cd-0.556,pp0,1,,CO2R,50.0,3.117262591,75.86348323,16.5324165,0.169531952,0.008429571,92.57386125,7.426138745,Au-0.395-Cd-0.605
817,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep1,uoft,5,240507,Au-0.444-Cd-0.556,pp0,1,,CO2R,100.0,3.223507319,68.55322355,19.14047151,0.139808818,0.007586614,87.86827649,12.13172351,Au-0.395-Cd-0.605
818,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep1,uoft,5,240507,Au-0.444-Cd-0.556,pp0,1,,CO2R,150.0,3.584718542,62.27290799,19.50392927,0.115589968,0.006181685,81.92101677,18.07898323,Au-0.395-Cd-0.605
819,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep1,uoft,5,240507,Au-0.444-Cd-0.556,pp0,1,,CO2R,300.0,3.675969455,76.39142899,6.603634578,0.063482744,0.003512321,83.07441591,16.92558409,Au-0.395-Cd-0.605
820,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep1,uoft,5,240507,Au-0.444-Cd-0.556,pp0,1,,CO2R,200.0,3.662709213,78.22950888,9.957023576,0.068253124,0.003793307,88.27192474,11.72807526,Au-0.395-Cd-0.605
821,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep1,uoft,5,240507,Au-0.444-Cd-0.556,pp0,1,,HER,50.0,2.930609843,,,,,,,Au-0.395-Cd-0.605
822,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep2,uoft,5,240507,Au-0.444-Cd-0.556,pp0,2,,CO2R,150.0,3.498013522,61.45138002,15.4518664,0.10788397,0.006462671,77.03934187,22.96065813,Au-0.395-Cd-0.605
823,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep2,uoft,5,240507,Au-0.444-Cd-0.556,pp0,2,,CO2R,200.0,3.612372787,74.01033711,4.895628684,0.061097554,0.003371828,78.98205101,21.01794899,Au-0.395-Cd-0.605
824,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep2,uoft,5,240507,Au-0.444-Cd-0.556,pp0,2,,HER,50.0,2.801549132,,,,,,,Au-0.395-Cd-0.605
825,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep2,uoft,5,240507,Au-0.444-Cd-0.556,pp0,2,,CO2R,300.0,3.661176487,79.35236142,0.99459725,0.022200613,0.00098345,80.37310848,19.62689152,Au-0.395-Cd-0.605
826,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep2,uoft,5,240507,Au-0.444-Cd-0.556,pp0,2,,CO2R,50.0,3.02471212,69.7729603,16.04616896,0.19485166,0.010958442,86.06547122,13.93452878,Au-0.395-Cd-0.605
827,uoft5_240507_Au-0.444-Cd-0.556_pp0_rep2,uoft,5,240507,Au-0.444-Cd-0.556,pp0,2,,CO2R,100.0,3.308682728,61.91654983,17.87328094,0.140909675,0.008851049,79.96875467,20.03124533,Au-0.395-Cd-0.605
828,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep1,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,1,,CO2R,100.0,3.604820837,71.59032413,1.66502947,0.097976258,0.005057743,73.37272204,26.62727796,Au-0.556-Cd-0.357-Tl-0.088
829,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep1,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,1,,CO2R,50.0,3.278790741,83.3011781,0.0,0.081463406,0.004214785,83.40069643,16.59930357,Au-0.556-Cd-0.357-Tl-0.088
830,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep1,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,1,,CO2R,150.0,3.774512767,81.57944297,0.746561886,0.065684458,0.003371828,82.40264027,17.59735973,Au-0.556-Cd-0.357-Tl-0.088
831,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep1,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,1,,HER,50.0,3.120300587,,,,,,,Au-0.556-Cd-0.357-Tl-0.088
832,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep1,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,1,,CO2R,200.0,3.85966612,73.22940426,0.817779961,0.088343761,0.004636264,74.1535101,25.8464899,Au-0.556-Cd-0.357-Tl-0.088
833,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep1,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,1,,CO2R,300.0,4.01306009,66.61553914,0.871807466,0.067702695,0.003652814,67.5687527,32.4312473,Au-0.556-Cd-0.357-Tl-0.088
834,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep2,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,2,,CO2R,150.0,3.426021412,70.81420411,1.154223969,0.126231584,0.006743657,72.12150448,27.87849552,Au-0.556-Cd-0.357-Tl-0.088
835,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep2,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,2,,CO2R,300.0,3.72782597,76.1089372,0.326620825,0.065134029,0.003090843,76.51202108,23.48797892,Au-0.556-Cd-0.357-Tl-0.088
836,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep2,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,2,,HER,50.0,2.885291669,,,,,,,Au-0.556-Cd-0.357-Tl-0.088
837,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep2,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,2,,CO2R,100.0,3.23437501,75.15034841,1.171414538,0.115589968,0.006322178,76.46295244,23.53704756,Au-0.556-Cd-0.357-Tl-0.088
838,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep2,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,2,,CO2R,200.0,3.566793807,75.69744083,0.637278978,0.10595747,0.0059007,76.46140671,23.53859329,Au-0.556-Cd-0.357-Tl-0.088
839,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep2,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,2,,CO2R,50.0,2.982889163,79.01734709,0.0,0.119993395,0.0,79.1581007,20.8418993,Au-0.556-Cd-0.357-Tl-0.088
840,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,3,,CO2R,200.0,3.713019528,70.85490385,1.197200393,0.096324973,0.005268482,72.16976215,27.83023785,Au-0.556-Cd-0.357-Tl-0.088
841,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,3,,CO2R,300.0,3.864522405,72.60206324,0.663064833,0.081463406,0.004636264,73.36342025,26.63657975,Au-0.556-Cd-0.357-Tl-0.088
842,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,3,,CO2R,100.0,3.373818189,80.11655402,1.112475442,0.089719832,0.004214785,81.33482706,18.66517294,Au-0.556-Cd-0.357-Tl-0.088
843,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,3,,CO2R,50.0,3.083941698,82.75251627,0.0,0.09027026,0.004214785,82.86084146,17.13915854,Au-0.556-Cd-0.357-Tl-0.088
844,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,3,,HER,50.0,2.922075678,,,,,,,Au-0.556-Cd-0.357-Tl-0.088
845,uoft5_240507_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep3,uoft,5,240507,Au-0.5-Cd-0.25-Tl-0.25,pp0,3,,CO2R,150.0,3.563121037,75.8877566,1.149312377,0.09027026,0.004776757,77.1479333,22.8520667,Au-0.556-Cd-0.357-Tl-0.088
846,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep1,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,1,,CO2R,50.0,2.916589601,55.60066124,31.07563851,0.006605141,0.006743657,86.69261429,13.30738571,Au-0.541-Cu-0.458-Hg-0.001
847,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep1,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,1,,CO2R,100.0,3.207470442,62.78474126,24.01768173,0.009357283,0.007586614,86.82233263,13.17766737,Au-0.541-Cu-0.458-Hg-0.001
848,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep1,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,1,,CO2R,300.0,3.712489233,82.39804139,2.765225933,0.04274994,0.041164405,85.25064171,14.74935829,Au-0.541-Cu-0.458-Hg-0.001
849,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep1,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,1,,CO2R,150.0,3.414391585,60.51769236,28.41355599,0.024952755,0.14892242,89.10874832,10.89125168,Au-0.541-Cu-0.458-Hg-0.001
850,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep1,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,1,,HER,50.0,2.624679397,,,,,,,Au-0.541-Cu-0.458-Hg-0.001
851,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep1,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,1,,CO2R,200.0,3.647198103,77.17832556,11.706778,0.09219676,0.234552811,89.21803176,10.78196824,Au-0.541-Cu-0.458-Hg-0.001
852,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep2,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,2,,CO2R,200.0,3.463329073,64.17930905,23.31041257,0.055318056,0.328753266,87.88145445,12.11854555,Au-0.541-Cu-0.458-Hg-0.001
853,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep2,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,2,,HER,50.0,2.602406562,,,,,,,Au-0.541-Cu-0.458-Hg-0.001
854,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep2,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,2,,CO2R,50.0,2.800248209,40.9424763,45.83988212,0.018714566,0.0,86.8060159,13.1939841,Au-0.541-Cu-0.458-Hg-0.001
855,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep2,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,2,,CO2R,300.0,3.653596066,79.77191404,1.873772102,0.033576133,0.042850319,81.72557263,18.27442737,Au-0.541-Cu-0.458-Hg-0.001
856,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep2,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,2,,CO2R,150.0,3.257156183,49.60974283,39.21905697,0.019081518,0.020511956,88.87168855,11.12831145,Au-0.541-Cu-0.458-Hg-0.001
857,uoft5_240507_Au-0.5-Cu-0.4-Hg-0.1_pp0_rep2,uoft,5,240507,Au-0.5-Cu-0.4-Hg-0.1,pp0,2,,CO2R,100.0,3.082937741,44.40143129,44.12328094,0.018164138,0.007165135,88.55399584,11.44600416,Au-0.541-Cu-0.458-Hg-0.001
858,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep1,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,1,,HER,50.0,2.617729298,,,,,,,Au-0.853-Cd-0.13-Ga-0.017
859,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep1,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,1,,CO2R,200.0,3.440500542,56.98800979,23.91453831,0.066877053,0.004636264,80.98839586,19.01160414,Au-0.853-Cd-0.13-Ga-0.017
860,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep1,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,1,,CO2R,150.0,3.305764671,57.12402436,26.05599214,0.080362549,0.0059007,83.28374469,16.71625531,Au-0.853-Cd-0.13-Ga-0.017
861,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep1,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,1,,CO2R,300.0,3.652793379,68.33518174,11.42681729,0.07650955,0.005338728,79.85966461,20.14033539,Au-0.853-Cd-0.13-Ga-0.017
862,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep1,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,1,,CO2R,100.0,3.161350143,55.01684488,27.78978389,0.100177972,0.007165135,82.93621497,17.06378503,Au-0.853-Cd-0.13-Ga-0.017
863,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep1,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,1,,CO2R,50.0,2.900903289,58.14057628,26.28683694,0.136506247,0.010958442,84.60750111,15.39249889,Au-0.853-Cd-0.13-Ga-0.017
864,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep2,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,2,,CO2R,200.0,3.574919741,59.30538408,21.45383104,0.078160835,0.00568996,80.8603661,19.1396339,Au-0.853-Cd-0.13-Ga-0.017
865,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep2,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,2,,CO2R,100.0,3.285144113,58.26236163,24.84282908,0.113388254,0.008429571,83.25370024,16.74629976,Au-0.853-Cd-0.13-Ga-0.017
866,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep2,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,2,,CO2R,300.0,3.754509754,65.38994329,14.51866405,0.076142598,0.005479221,80.00621123,19.99378877,Au-0.853-Cd-0.13-Ga-0.017
867,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep2,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,2,,HER,50.0,2.834148041,,,,,,,Au-0.853-Cd-0.13-Ga-0.017
868,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep2,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,2,,CO2R,50.0,3.024680605,59.49402582,25.56483301,0.135405391,0.010115485,85.23799149,14.76200851,Au-0.853-Cd-0.13-Ga-0.017
869,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep2,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,2,,CO2R,150.0,3.452284292,58.45068949,23.6345776,0.091371117,0.007024642,82.2047526,17.7952474,Au-0.853-Cd-0.13-Ga-0.017
870,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep3,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,3,,CO2R,300.0,3.885865159,77.22321036,6.434184676,0.028622278,0.001685914,83.69297567,16.30702433,Au-0.853-Cd-0.13-Ga-0.017
871,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep3,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,3,,CO2R,50.0,3.208133392,63.17897424,23.14833006,0.124396822,0.009272528,86.48766536,13.51233464,Au-0.853-Cd-0.13-Ga-0.017
872,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep3,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,3,,HER,50.0,2.902696612,,,,,,,Au-0.853-Cd-0.13-Ga-0.017
873,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep3,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,3,,CO2R,200.0,3.761692821,69.91828663,13.83595285,0.0522907,0.003582568,83.8212343,16.1787657,Au-0.853-Cd-0.13-Ga-0.017
874,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep3,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,3,,CO2R,150.0,3.701041159,60.68216535,22.09233792,0.082931215,0.0059007,82.88145918,17.11854082,Au-0.853-Cd-0.13-Ga-0.017
875,uoft5_240507_Au-0.75-Cd-0.125-Ga-0.125_pp0_rep3,uoft,5,240507,Au-0.75-Cd-0.125-Ga-0.125,pp0,3,,CO2R,100.0,3.55327485,56.92021176,27.09724951,0.102379686,0.007586614,84.15065925,15.84934075,Au-0.853-Cd-0.13-Ga-0.017
876,uoft5_240507_Cd-0.111-In-0.889_pp0_rep1,uoft,5,240507,Cd-0.111-In-0.889,pp0,1,,CO2R,50.0,2.959136352,7.862060307,7.529469548,0.009907712,0.0,15.40143757,84.59856243,Cd-0.138-In-0.862
877,uoft5_240507_Cd-0.111-In-0.889_pp0_rep1,uoft,5,240507,Cd-0.111-In-0.889,pp0,1,,CO2R,300.0,3.820225359,73.70754776,0.456777996,0.055042842,0.002247886,74.22853656,25.77146344,Cd-0.138-In-0.862
878,uoft5_240507_Cd-0.111-In-0.889_pp0_rep1,uoft,5,240507,Cd-0.111-In-0.889,pp0,1,,CO2R,200.0,3.489308169,8.932076419,4.169941061,0.010182926,0.0,13.11442472,86.88557528,Cd-0.138-In-0.862
879,uoft5_240507_Cd-0.111-In-0.889_pp0_rep1,uoft,5,240507,Cd-0.111-In-0.889,pp0,1,,CO2R,150.0,3.365528116,9.711858377,4.705304519,0.010641616,0.0,14.42978168,85.57021832,Cd-0.138-In-0.862
880,uoft5_240507_Cd-0.111-In-0.889_pp0_rep1,uoft,5,240507,Cd-0.111-In-0.889,pp0,1,,CO2R,100.0,3.233970867,9.959404884,5.083497053,0.012109425,0.0,15.05797711,84.94202289,Cd-0.138-In-0.862
881,uoft5_240507_Cd-0.111-In-0.889_pp0_rep1,uoft,5,240507,Cd-0.111-In-0.889,pp0,1,,HER,50.0,3.112497223,,,,,,,Cd-0.138-In-0.862
882,uoft5_240507_Cd-0.111-In-0.889_pp0_rep2,uoft,5,240507,Cd-0.111-In-0.889,pp0,2,,CO2R,100.0,3.216749728,9.713950909,5.945481336,0.017613709,0.0,15.68050599,84.31949401,Cd-0.138-In-0.862
883,uoft5_240507_Cd-0.111-In-0.889_pp0_rep2,uoft,5,240507,Cd-0.111-In-0.889,pp0,2,,HER,50.0,3.174833512,,,,,,,Cd-0.138-In-0.862
884,uoft5_240507_Cd-0.111-In-0.889_pp0_rep2,uoft,5,240507,Cd-0.111-In-0.889,pp0,2,,CO2R,50.0,2.996387721,11.13896503,7.382121807,0.02091628,0.0,18.54694603,81.45305397,Cd-0.138-In-0.862
885,uoft5_240507_Cd-0.111-In-0.889_pp0_rep2,uoft,5,240507,Cd-0.111-In-0.889,pp0,2,,CO2R,150.0,3.35285295,8.748038251,5.201375246,0.014311139,0.0,13.96636085,86.03363915,Cd-0.138-In-0.862
886,uoft5_240507_Cd-0.111-In-0.889_pp0_rep2,uoft,5,240507,Cd-0.111-In-0.889,pp0,2,,CO2R,200.0,3.461254532,7.239008977,4.81827112,0.011558997,0.0,12.0710634,87.9289366,Cd-0.138-In-0.862
887,uoft5_240507_Cd-0.111-In-0.889_pp0_rep2,uoft,5,240507,Cd-0.111-In-0.889,pp0,2,,CO2R,300.0,3.853766817,14.77892402,2.134086444,0.021833661,0.001545421,16.93935529,83.06064471,Cd-0.138-In-0.862
888,uoft5_240507_Cd-0.111-In-0.889_pp0_rep3,uoft,5,240507,Cd-0.111-In-0.889,pp0,3,,CO2R,100.0,3.141617724,9.840130574,6.549607073,0.016512853,0.0,16.40971054,83.59028946,Cd-0.138-In-0.862
889,uoft5_240507_Cd-0.111-In-0.889_pp0_rep3,uoft,5,240507,Cd-0.111-In-0.889,pp0,3,,CO2R,300.0,3.869822854,65.06518236,0.0,0.03375961,0.001826407,65.10439318,34.89560682,Cd-0.138-In-0.862
890,uoft5_240507_Cd-0.111-In-0.889_pp0_rep3,uoft,5,240507,Cd-0.111-In-0.889,pp0,3,,HER,50.0,3.078558504,,,,,,,Cd-0.138-In-0.862
891,uoft5_240507_Cd-0.111-In-0.889_pp0_rep3,uoft,5,240507,Cd-0.111-In-0.889,pp0,3,,CO2R,200.0,3.424393618,9.255058696,3.967337917,0.01376071,0.001264436,13.24014036,86.75985964,Cd-0.138-In-0.862
892,uoft5_240507_Cd-0.111-In-0.889_pp0_rep3,uoft,5,240507,Cd-0.111-In-0.889,pp0,3,,CO2R,150.0,3.285959691,8.559710394,5.28978389,0.013944187,0.001123943,13.86752816,86.13247184,Cd-0.138-In-0.862
893,uoft5_240507_Cd-0.111-In-0.889_pp0_rep3,uoft,5,240507,Cd-0.111-In-0.889,pp0,3,,CO2R,50.0,2.938918249,12.27897633,8.030451866,0.017613709,0.0,20.3329734,79.6670266,Cd-0.138-In-0.862
894,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep1,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,1,,CO2R,150.0,3.290347296,10.53547888,8.73280943,0.016879805,0.0,19.28813386,80.71186614,Cd-0.627-Ga-0.044-In-0.329
895,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep1,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,1,,CO2R,50.0,2.898217887,11.52943146,11.53732809,0.017613709,0.0,23.08931617,76.91068383,Cd-0.627-Ga-0.044-In-0.329
896,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep1,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,1,,HER,50.0,3.023585074,,,,,,,Cd-0.627-Ga-0.044-In-0.329
897,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep1,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,1,,CO2R,300.0,3.753986924,40.01129967,1.603634578,0.030640515,0.001404928,41.65060449,58.34939551,Cd-0.627-Ga-0.044-In-0.329
898,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep1,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,1,,CO2R,100.0,3.225045056,11.09188307,9.562868369,0.019815423,0.0,20.67901548,79.32098452,Cd-0.627-Ga-0.044-In-0.329
899,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep1,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,1,,CO2R,200.0,3.421157565,12.52725523,6.980599214,0.017063281,0.001053696,19.52893716,80.47106284,Cd-0.627-Ga-0.044-In-0.329
900,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep2,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,2,,CO2R,300.0,3.582736654,17.0938919,5.076129666,0.02091628,0.001264436,22.19516803,77.80483197,Cd-0.627-Ga-0.044-In-0.329
901,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep2,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,2,,CO2R,150.0,3.282124076,9.270752684,9.656188605,0.018347614,0.001404928,18.95064816,81.04935184,Cd-0.627-Ga-0.044-In-0.329
902,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep2,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,2,,HER,50.0,3.111185157,,,,,,,Cd-0.627-Ga-0.044-In-0.329
903,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep2,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,2,,CO2R,100.0,3.163437698,10.91108833,10.33644401,0.021466708,0.0,21.27344766,78.72655234,Cd-0.627-Ga-0.044-In-0.329
904,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep2,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,2,,CO2R,50.0,2.940372581,13.22312666,12.31827112,0.018714566,0.0,25.56505526,74.43494474,Cd-0.627-Ga-0.044-In-0.329
905,uoft5_240507_Cd-0.5-Ga-0.25-In-0.25_pp0_rep2,uoft,5,240507,Cd-0.5-Ga-0.25-In-0.25,pp0,2,,CO2R,200.0,3.386980322,8.343551863,8.590373281,0.016237638,0.001264436,16.95464011,83.04535989,Cd-0.627-Ga-0.044-In-0.329
