,bulk_id,slab_comp,predicted_voltage_she
5209,dcgat-agm002193738,Pd-0.833-Zn-0.167,-1.1753204464816438
15130,dcgat-agm003516140,Au-0.091-Bi-0.182-Pd-0.727,-1.1753840455410378
4751,dcgat-agm002152714,Ge-0.143-Pt-0.714-Sb-0.143,-1.1754349907849204
7374,dcgat-agm003077129,Ag-0.2-H-0.2-Pd-0.6,-1.1754408093175557
17399,dcgat-agm003738920,Sb-0.167-Se-0.667-Sn-0.167,-1.1754760627352052
7371,dcgat-agm003077125,Ag-0.2-H-0.2-Pd-0.6,-1.175541555674113
8619,dcgat-agm003171201,Au-0.5-Mn-0.25-Pt-0.25,-1.175554371451946
17798,dcgat-agm003770119,Pd-0.125-Pt-0.75-Rh-0.125,-1.1756156952051744
15584,dcgat-agm003563833,Au-0.111-H-0.333-Pd-0.556,-1.1756533143033074
22128,oqmd-1555855,Hg-0.5-Se-0.25-Te-0.25,-1.1756833395693076
17643,dcgat-agm003765139,Cd-0.125-Hg-0.125-Pd-0.75,-1.1757653221777602
15162,dcgat-agm003518805,Cd-0.182-In-0.091-Pd-0.727,-1.175767987541966
7421,dcgat-agm003077388,H-0.2-Pd-0.6-Tl-0.2,-1.17578829313417
1509,dcgat-agm001280541,Ag-0.75-Pt-0.25,-1.175846602304174
17551,dcgat-agm003757245,Ag-0.167-H-0.167-Pd-0.667,-1.1759420416396638
7365,dcgat-agm003077117,Ag-0.2-H-0.2-Pd-0.6,-1.176026193841055
19684,mp-22745,Co-0.529-Se-0.471,-1.176080883392466
10532,dcgat-agm003193781,Pt-0.8-Zn-0.2,-1.176220069548413
15958,dcgat-agm003612143,Cu-0.25-Pd-0.25-Pt-0.5,-1.176258711651649
11557,dcgat-agm003204187,Se-0.667-Tl-0.333,-1.1762633759894738
15087,dcgat-agm003515003,Bi-0.091-Cd-0.182-Pd-0.727,-1.1762702598520458
15677,dcgat-agm003595582,Ag-0.444-Cd-0.111-Pd-0.444,-1.1762873369725528
19886,mp-3172,Ag-0.5-Au-0.167-Se-0.333,-1.1762956087105172
10465,dcgat-agm003193108,Ag-0.4-Pt-0.6,-1.1764223617430645
8593,dcgat-agm003170522,Au-0.25-Cu-0.25-Pt-0.5,-1.1764483170526066
17929,dcgat-agm003774298,Ge-0.125-Hg-0.125-Pd-0.75,-1.1764490761862278
7727,dcgat-agm003158103,Cu-0.333-Pt-0.667,-1.1764829749737564
325,dcgat-agm001119218,Mn-0.5-Pd-0.25-Pt-0.25,-1.176487919208268
23286,oqmd-451531,Cd-0.25-Rh-0.5-Tl-0.25,-1.1764891564749203
12404,dcgat-agm003268342,Cu-0.222-Pt-0.778,-1.1764894007534288
15127,dcgat-agm003516125,Au-0.091-In-0.182-Pd-0.727,-1.1765694908897437
14496,dcgat-agm003440403,Pd-0.571-Pt-0.286-Zn-0.143,-1.1765927877093851
15485,dcgat-agm003550452,Ag-0.125-Au-0.5-Pd-0.375,-1.1766421316230335
17276,dcgat-agm003722964,As-0.2-Pd-0.2-Pt-0.6,-1.1766440351780054
7049,dcgat-agm003062313,Cu-0.25-Se-0.5-Zn-0.25,-1.1766442641397696
15862,dcgat-agm003606573,H-0.333-Pt-0.333-Tl-0.333,-1.1767202988661842
11026,dcgat-agm003198580,Pt-0.833-Zn-0.167,-1.1767279042129295
15692,dcgat-agm003596371,H-0.444-Pd-0.444-Pt-0.111,-1.176787650307476
2871,dcgat-agm001619775,H-0.2-Pd-0.4-Pt-0.2-Tl-0.2,-1.176831517353738
4991,dcgat-agm002179498,Pd-0.667-Te-0.333,-1.1768576307168614
8595,dcgat-agm003170529,Au-0.25-Cu-0.25-Pt-0.5,-1.176873028840694
6319,dcgat-agm002370150,Co-0.167-Se-0.833,-1.1769011030982242
13154,dcgat-agm003298644,Ag-0.167-Pd-0.833,-1.1769174036289467
21211,oqmd-1343877,Ag-0.667-Se-0.333,-1.176962520996617
7406,dcgat-agm003077319,H-0.2-Pd-0.6-Pt-0.2,-1.177159628819774
5557,dcgat-agm002239428,Ag-0.25-Se-0.75,-1.1772150057059085
19473,mp-1821,Se-0.667-W-0.333,-1.1772762620237978
7206,dcgat-agm003072164,Cu-0.2-H-0.2-Pd-0.6,-1.1773245632320517
19101,mp-1221572,In-0.25-Mn-0.25-Rh-0.5,-1.1773504481380064
20368,mp-865425,Pd-0.75-Zn-0.25,-1.1773679970095432
7930,dcgat-agm003161322,Ag-0.667-Pt-0.333,-1.1774850044166758
21655,oqmd-1450141,Au-0.333-Pd-0.667,-1.1775551065522527
15678,dcgat-agm003595594,Au-0.444-Cd-0.111-Pd-0.444,-1.1775857711956395
9812,dcgat-agm003187048,Ag-0.25-Cu-0.25-Pt-0.5,-1.177610026389023
13893,dcgat-agm003396985,Ag-0.4-Pd-0.4-Pt-0.2,-1.177686386104857
21306,oqmd-1367694,Ag-0.5-Cs-0.167-Se-0.333,-1.1777180082486538
16985,dcgat-agm003659759,Sb-0.1-Se-0.5-Tl-0.4,-1.1777477815938737
19796,mp-29639,Pd-0.741-Te-0.259,-1.1777556010597259
7379,dcgat-agm003077147,Au-0.2-H-0.2-Pd-0.6,-1.1778482833353339
12082,dcgat-agm003263019,Pt-0.75-Zn-0.25,-1.1779022116908382
1144,dcgat-agm001221386,Pd-0.5-Rh-0.25-Sb-0.25,-1.1779821271135194
19275,mp-1226897,Cd-0.4-Hg-0.1-Se-0.5,-1.178017514439761
14810,dcgat-agm003481567,Ag-0.222-Cu-0.111-Pd-0.667,-1.1780965625059396
15956,dcgat-agm003612141,Cu-0.25-Pd-0.5-Pt-0.25,-1.1781575561202886
7366,dcgat-agm003077118,Ag-0.2-H-0.2-Pd-0.6,-1.1781820852155498
17683,dcgat-agm003766025,H-0.125-Pd-0.75-Sb-0.125,-1.1782641514063559
1118,dcgat-agm001218982,Bi-0.25-Pd-0.5-Pt-0.25,-1.1782918958340893
13670,dcgat-agm003337977,H-0.444-Pd-0.333-Pt-0.222,-1.178357111189933
294,dcgat-agm001118658,Cu-0.25-Pd-0.25-Pt-0.5,-1.1783599454390923
10986,dcgat-agm003198330,Ni-0.167-Se-0.833,-1.178446402836498
15123,dcgat-agm003516069,Hg-0.182-Pd-0.727-Zn-0.091,-1.1785140091428565
15218,dcgat-agm003519898,Bi-0.182-Hg-0.091-Pd-0.727,-1.178525735234575
23071,oqmd-303281,Ni-0.25-Pt-0.75,-1.1785531290570623
21554,oqmd-1378102,As-0.333-Ir-0.333-Se-0.333,-1.1786275980558938
4117,dcgat-agm002071817,H-0.667-Sb-0.333,-1.178652989646797
22868,oqmd-1647078,Ge-0.125-Ir-0.5-Sn-0.375,-1.1787466342219775
15283,dcgat-agm003528170,Cd-0.182-Pd-0.727-Te-0.091,-1.1788331642687049
19287,mp-1227313,Bi-0.125-Pb-0.125-Pd-0.75,-1.1789304416810502
19239,mp-1226039,Co-0.167-Ni-0.167-Te-0.667,-1.1789712429828079
8568,dcgat-agm003170319,Au-0.25-Cd-0.25-Pt-0.5,-1.1789934922819905
15204,dcgat-agm003519763,Bi-0.091-Pd-0.727-Tl-0.182,-1.1790678892486746
15433,dcgat-agm003535988,As-0.182-Hg-0.091-Pd-0.727,-1.1792301402244703
19238,mp-1226036,As-0.333-Co-0.333-Se-0.333,-1.179231452151166
7410,dcgat-agm003077323,H-0.2-Pd-0.6-Pt-0.2,-1.1793382686627476
21553,oqmd-1378051,Cu-0.125-Pd-0.875,-1.1793806120983077
12987,dcgat-agm003294917,H-0.333-Pd-0.667,-1.1794512201046334
20577,mp-990232,Au-0.8-Mn-0.2,-1.179482530399873
17311,dcgat-agm003733982,Ag-0.167-Au-0.667-Pt-0.167,-1.17952931753545
17039,dcgat-agm003676258,Au-0.417-Pd-0.5-Sn-0.083,-1.1795372668914115
7369,dcgat-agm003077123,Ag-0.2-H-0.2-Pd-0.6,-1.1795502124024702
15806,dcgat-agm003603056,H-0.333-Ni-0.333-Pt-0.333,-1.179616991824346
4417,dcgat-agm002126733,Bi-0.333-Pd-0.333-Pt-0.333,-1.1797661246050404
11656,dcgat-agm003209560,Cu-0.333-Pt-0.667,-1.1800588169102002
7169,dcgat-agm003071298,Cd-0.2-H-0.2-Pt-0.6,-1.1800827530623952
16989,dcgat-agm003659911,H-0.5-Pd-0.4-Rh-0.1,-1.180105514050739
13481,dcgat-agm003316788,Cu-0.222-Pd-0.222-Pt-0.556,-1.180254367898208
21150,oqmd-1340371,Pd-0.8-Zn-0.2,-1.1802796226482393
12966,dcgat-agm003294509,Ag-0.667-Pd-0.333,-1.180330371183171
15517,dcgat-agm003551840,Ag-0.5-Hg-0.125-Pd-0.375,-1.1803495031023492
7425,dcgat-agm003077396,H-0.2-Pd-0.6-Tl-0.2,-1.1803678079838105
8371,dcgat-agm003166387,Ag-0.5-Au-0.25-Pt-0.25,-1.1804215713031945
10025,dcgat-agm003190322,Ag-0.75-Pt-0.25,-1.180469242259874
11750,dcgat-agm003218501,Se-0.375-Tl-0.625,-1.1805733328946073
14144,dcgat-agm003426551,Au-0.167-Mn-0.333-Pd-0.5,-1.1805832454292555
14318,dcgat-agm003436755,Au-0.167-Cd-0.5-Rh-0.333,-1.1807828912575387
15821,dcgat-agm003603762,Bi-0.333-Ir-0.333-Se-0.333,-1.1810014894828162
10028,dcgat-agm003190325,Ag-0.75-Pt-0.25,-1.1810384358394468
11702,dcgat-agm003212244,Ag-0.75-Pt-0.25,-1.1810769764321774
14991,dcgat-agm003501572,As-0.111-Pd-0.667-Tl-0.222,-1.1810820217155094
8608,dcgat-agm003170848,Au-0.25-In-0.25-Pt-0.5,-1.1810833909431753
14792,dcgat-agm003481011,Ag-0.222-Au-0.667-Pt-0.111,-1.1810878653593688
14640,dcgat-agm003465746,Ga-0.125-Pd-0.25-Pt-0.625,-1.1811825448484128
2329,dcgat-agm001613980,H-0.2-Hg-0.2-Pd-0.4-Pt-0.2,-1.1812100127220373
8064,dcgat-agm003162942,Pt-0.75-Zn-0.25,-1.1812979895844498
1147,dcgat-agm001221413,Pd-0.25-Pt-0.5-Rh-0.25,-1.1813183688309357
17385,dcgat-agm003736460,Au-0.167-Bi-0.167-Pd-0.667,-1.181360010867214
1530,dcgat-agm001281816,Pd-0.75-Pt-0.25,-1.1813897372585722
12617,dcgat-agm003287137,Ag-0.4-Pd-0.6,-1.1815593220029554
23665,oqmd-7877,Pt-0.6-Sb-0.4,-1.1816064254507603
5633,dcgat-agm002254091,As-0.143-Pd-0.857,-1.1816136229377903
13528,dcgat-agm003325853,Bi-0.182-H-0.182-Pd-0.636,-1.1816449291746238
7362,dcgat-agm003077112,Ag-0.2-H-0.2-Pd-0.6,-1.181676150351009
303,dcgat-agm001118729,Ag-0.5-Pd-0.25-Pt-0.25,-1.1816774684441906
5554,dcgat-agm002239321,Os-0.333-Se-0.667,-1.1816875101132305
17088,dcgat-agm003677404,Au-0.417-Pd-0.5-Zn-0.083,-1.1817243345047195
23337,oqmd-472735,Ir-0.25-Mn-0.5-Ru-0.25,-1.181750016390637
17693,dcgat-agm003766371,Ag-0.125-Ga-0.125-Pd-0.75,-1.1817651613172178
14791,dcgat-agm003481010,Ag-0.667-Au-0.111-Pt-0.222,-1.1818840360808345
11654,dcgat-agm003209557,Cu-0.333-Pt-0.667,-1.1818945288818434
19342,mp-12565,Au-0.8-Mn-0.2,-1.1819640367910647
8366,dcgat-agm003166378,Ag-0.25-Au-0.25-Pt-0.5,-1.1819646421000636
21521,oqmd-1376183,Cd-0.333-Pd-0.667,-1.1819665959758914
15287,dcgat-agm003528383,Cd-0.182-P-0.091-Pd-0.727,-1.1819675578397857
6463,dcgat-agm002384745,Ir-0.4-Sn-0.4-Zn-0.2,-1.181973120502117
17561,dcgat-agm003760414,Au-0.143-Bi-0.143-Pd-0.714,-1.1819893263771286
7373,dcgat-agm003077128,Ag-0.2-H-0.2-Pd-0.6,-1.1820766438460093
1560,dcgat-agm001282675,Au-0.75-Pd-0.25,-1.1821503182117121
13357,dcgat-agm003304559,Cu-0.286-Pd-0.286-Pt-0.429,-1.1822030812311102
4750,dcgat-agm002152634,Ge-0.143-Pt-0.714-Tl-0.143,-1.1822115881526964
7384,dcgat-agm003077159,Au-0.2-H-0.2-Pd-0.6,-1.1822471790799396
15335,dcgat-agm003529863,In-0.091-Pd-0.727-Te-0.182,-1.1822913846904473
15619,dcgat-agm003582276,H-0.273-Pd-0.636-Te-0.091,-1.1822972268849639
1629,dcgat-agm001296735,Au-0.25-Cd-0.25-Pd-0.25-Pt-0.25,-1.1823062999971827
13109,dcgat-agm003297483,In-0.2-Pd-0.8,-1.1823767682366055
11361,dcgat-agm003203696,Cu-0.333-Pt-0.667,-1.182544304669002
3236,dcgat-agm001632406,Au-0.2-H-0.2-Mn-0.4-Pt-0.2,-1.1825997664181802
19318,mp-1229015,Ag-0.5-Pt-0.5,-1.1826194686474585
21395,oqmd-1371832,Rh-0.6-Te-0.4,-1.1826725811287715
12758,dcgat-agm003290360,Ag-0.625-Pd-0.375,-1.1826869388563983
11870,dcgat-agm003260506,Ag-0.75-Pt-0.25,-1.1827097442585766
21232,oqmd-1364915,Ge-0.143-Pt-0.714-Sn-0.143,-1.182897633905673
13539,dcgat-agm003327739,Ag-0.375-Au-0.375-Pt-0.25,-1.1828988476956175
13464,dcgat-agm003313875,Se-0.556-Te-0.222-Tl-0.222,-1.1829225814997155
301,dcgat-agm001118725,Ag-0.5-Au-0.25-Pt-0.25,-1.1829682526846517
19831,mp-30464,Bi-0.286-Pd-0.714,-1.1829833636179719
3939,dcgat-agm002053589,Cd-0.333-In-0.333-Ir-0.333,-1.1829904331368453
5507,dcgat-agm002234055,Pd-1.0,-1.1829927289783786
14639,dcgat-agm003465735,Cu-0.125-Pd-0.625-Pt-0.25,-1.183121275762105
14183,dcgat-agm003433208,Cu-0.333-Pt-0.5-Zn-0.167,-1.1831785409445472
6254,dcgat-agm002357780,Ir-0.333-Sn-0.333-Te-0.333,-1.1831891901585037
3940,dcgat-agm002053590,Cd-0.333-In-0.333-Ir-0.333,-1.1832557321445276
7635,dcgat-agm003143331,Cd-0.25-Hg-0.25-Se-0.5,-1.1832704784870085
6464,dcgat-agm002384966,Pt-0.833-Zn-0.167,-1.1834418410319327
20527,mp-977367,Cd-0.25-In-0.25-Rh-0.5,-1.1835084393174893
3771,dcgat-agm002018208,Se-0.667-Te-0.333,-1.1835221111029686
17659,dcgat-agm003765687,Co-0.125-Cu-0.125-Se-0.75,-1.1835373976409933
17151,dcgat-agm003699957,Au-0.067-H-0.4-Pd-0.533,-1.1836016330315533
15602,dcgat-agm003575117,H-0.3-Pd-0.6-Se-0.1,-1.1836488805899168
9868,dcgat-agm003187660,Pt-0.75-Rh-0.25,-1.1837082784815274
15327,dcgat-agm003529845,Pd-0.727-Te-0.091-Tl-0.182,-1.1837569390908147
15463,dcgat-agm003546277,Pd-0.429-Pt-0.429-Zn-0.143,-1.183799933113249
20842,oqmd-1017839,Ag-0.25-Hg-0.25-Pd-0.5,-1.183893207768234
2166,dcgat-agm001611190,Ag-0.2-Au-0.2-H-0.2-Pd-0.4,-1.1839145432996854
17598,dcgat-agm003763508,Pt-0.75-Rh-0.125-Zn-0.125,-1.1839234863454329
22585,oqmd-1625949,Mo-0.25-Os-0.375-Rh-0.375,-1.1839661245534536
984,dcgat-agm001203655,Cu-0.25-Pd-0.25-Pt-0.5,-1.1840772091689886
9894,dcgat-agm003188255,Cu-0.25-Pt-0.75,-1.1841096625122023
11631,dcgat-agm003208307,Cu-0.364-Pt-0.636,-1.1844678431270728
17957,dcgat-agm003774345,Ag-0.125-Pt-0.75-Zn-0.125,-1.1846423814059093
17347,dcgat-agm003735526,Cu-0.167-Hg-0.167-Pd-0.667,-1.1847434645457113
15326,dcgat-agm003529838,As-0.091-Pd-0.727-Te-0.182,-1.1847503533267183
809,dcgat-agm001192691,Pt-0.833-Rh-0.167,-1.1847763714461403
16022,dcgat-agm003614921,Pd-0.25-Pt-0.5-Zn-0.25,-1.184869720691244
14641,dcgat-agm003465748,Ga-0.25-Pd-0.625-Pt-0.125,-1.1849224898217963
15250,dcgat-agm003526181,Ge-0.091-Hg-0.182-Pd-0.727,-1.184934127964734
14642,dcgat-agm003465752,Pd-0.625-Pt-0.25-Zn-0.125,-1.185064144511089
5077,dcgat-agm002185132,Ir-0.333-Se-0.667,-1.185092044890577
5208,dcgat-agm002193737,Pd-0.833-Zn-0.167,-1.1851288236828608
7408,dcgat-agm003077321,H-0.2-Pd-0.6-Pt-0.2,-1.1851793152528485
19,dcgat-agm001009320,Bi-0.333-Pd-0.333-Pt-0.333,-1.1852031823160196
7394,dcgat-agm003077210,Cd-0.2-H-0.2-Pd-0.6,-1.1852098521652903
5559,dcgat-agm002239472,In-0.4-Se-0.6,-1.1852206845417865
15306,dcgat-agm003529277,Bi-0.182-Pd-0.727-Se-0.091,-1.1852348162042698
5069,dcgat-agm002183811,Pt-0.714-Sb-0.143-Tl-0.143,-1.1852833381656311
13497,dcgat-agm003317978,Ga-0.182-Pd-0.636-Pt-0.182,-1.185285056736804
2999,dcgat-agm001623308,Cu-0.2-H-0.2-Mn-0.2-Ni-0.4,-1.1854271874488482
12486,dcgat-agm003273018,Cu-0.167-Rh-0.167-Se-0.667,-1.1857075282464842
18488,mp-1115,Pt-0.333-Se-0.667,-1.1858764552474104
16220,dcgat-agm003630982,H-0.25-Pb-0.25-Rh-0.5,-1.1858928796877137
573,dcgat-agm001143048,Ir-0.25-Mn-0.5-Pd-0.25,-1.1859218514254302
13972,dcgat-agm003408276,Ag-0.167-Au-0.5-Pd-0.333,-1.185977186739422
15318,dcgat-agm003529816,Ag-0.091-Pd-0.727-Te-0.182,-1.1859778776023293
6582,dcgat-agm002494639,Co-0.2-H-0.6-Nb-0.2,-1.1860348366734321
15082,dcgat-agm003514909,Cd-0.182-Pd-0.727-Zn-0.091,-1.1862007142163034
15336,dcgat-agm003529865,Pb-0.091-Pd-0.727-Te-0.182,-1.1862092248879046
8621,dcgat-agm003171211,Au-0.25-Mn-0.25-Zn-0.5,-1.1862122541977134
8795,dcgat-agm003175384,Cd-0.25-Pt-0.5-Rh-0.25,-1.1863060560937884
17433,dcgat-agm003742480,Ni-0.167-Pt-0.167-Se-0.667,-1.186339438757991
12498,dcgat-agm003273952,Au-0.167-Ni-0.167-Se-0.667,-1.1863743385363472
5797,dcgat-agm002288689,In-0.25-Mn-0.25-Pt-0.5,-1.1864207155360926
21461,oqmd-1374449,Ag-0.667-Se-0.333,-1.1864387351136805
22086,oqmd-1551327,As-0.167-Os-0.333-Sb-0.5,-1.186674313540789
7171,dcgat-agm003071307,Cd-0.2-H-0.2-Pt-0.6,-1.1866885787683041
14623,dcgat-agm003463565,Bi-0.571-Ir-0.143-Pd-0.286,-1.1867843493737875
18644,mp-1186117,Ni-0.25-Pt-0.75,-1.186807869703646
9892,dcgat-agm003188226,Cu-0.25-Pt-0.75,-1.1868594743119232
295,dcgat-agm001118659,Cu-0.5-Pd-0.25-Pt-0.25,-1.186885239522034
296,dcgat-agm001118660,Cu-0.25-Pd-0.5-Pt-0.25,-1.1868861851597
20429,mp-8675,Hg-0.5-Pd-0.5,-1.186927597174464
10632,dcgat-agm003195010,Cu-0.4-Pt-0.6,-1.187023778320504
3320,dcgat-agm001639917,H-0.2-Pt-0.2-Rh-0.4-Sb-0.2,-1.1871174841131844
7378,dcgat-agm003077146,Au-0.2-H-0.2-Pd-0.6,-1.1871206964012684
15702,dcgat-agm003596580,Se-0.444-Te-0.111-Tl-0.444,-1.1871213334487085
3524,dcgat-agm001663855,H-0.2-Ir-0.4-Os-0.2-Ta-0.2,-1.1871523490096387
17734,dcgat-agm003767224,Hg-0.125-Pd-0.75-Zn-0.125,-1.1872305407383545
11972,dcgat-agm003261501,Cu-0.375-Pt-0.625,-1.1872685884368304
11649,dcgat-agm003209543,Cu-0.417-Pt-0.583,-1.1873168730436072
17559,dcgat-agm003759825,Ag-0.143-As-0.143-Pd-0.714,-1.1873649610627375
11057,dcgat-agm003198964,Ag-0.333-Se-0.667,-1.1873693838040067
14671,dcgat-agm003466392,Au-0.125-Cu-0.25-Pd-0.625,-1.1873855613978592
6330,dcgat-agm002370604,Au-0.833-Cr-0.167,-1.1874125682119319
14979,dcgat-agm003500273,Au-0.111-H-0.222-Pd-0.667,-1.187419959561522
19153,mp-1223932,Hg-0.5-Se-0.25-Te-0.25,-1.1874334099088628
2191,dcgat-agm001611849,Bi-0.2-H-0.2-Pd-0.4-Rh-0.2,-1.1874374860838417
15018,dcgat-agm003505037,H-0.222-Hg-0.111-Pd-0.667,-1.187554108178249
2969,dcgat-agm001621832,Bi-0.2-H-0.2-Pt-0.2-Rh-0.4,-1.187569604038437
10667,dcgat-agm003195095,Pt-0.8-Rh-0.2,-1.1875942609519199
17119,dcgat-agm003690324,H-0.316-Pd-0.632-Zn-0.053,-1.187601034639517
21493,oqmd-1375338,In-0.143-Pt-0.714-Sb-0.143,-1.187776441810255
10580,dcgat-agm003194906,Ag-0.8-Pt-0.2,-1.1878037198951832
1510,dcgat-agm001280547,Pt-0.75-Rh-0.25,-1.1878314232367755
7427,dcgat-agm003077404,H-0.2-Pd-0.6-Tl-0.2,-1.1878344749294891
9887,dcgat-agm003188190,Cu-0.25-Pt-0.75,-1.187852272310764
18267,mp-1066078,Bi-0.5-Pt-0.5,-1.1879018154423773
8434,dcgat-agm003166950,Ag-0.25-Cd-0.25-Pt-0.5,-1.1879373505523887
19795,mp-29638,Bi-0.333-Pt-0.333-Te-0.333,-1.1881488759127286
18406,mp-1101783,Bi-0.667-Ir-0.333,-1.1881865663768303
12574,dcgat-agm003285868,Ga-0.133-Pd-0.867,-1.1882371103343266
23136,oqmd-319862,Bi-0.25-Pd-0.75,-1.1882406950129494
2638,dcgat-agm001617456,H-0.2-Ni-0.2-Pd-0.4-Pt-0.2,-1.1882557833718281
21343,oqmd-1369203,Pt-0.5-Rh-0.25-Sn-0.25,-1.188296254540726
12729,dcgat-agm003289828,H-0.429-Pd-0.571,-1.188419619557215
6238,dcgat-agm002355011,Au-0.25-Se-0.5-Tl-0.25,-1.1884777913576268
4138,dcgat-agm002072983,Ag-0.333-H-0.333-Pt-0.333,-1.1884890101665952
16960,dcgat-agm003656712,H-0.4-Ni-0.1-Pd-0.5,-1.188593011760673
894,dcgat-agm001193795,Pd-0.833-Sb-0.167,-1.1886506078844876
10181,dcgat-agm003191063,Ag-0.25-In-0.25-Pt-0.5,-1.188680112621288
17016,dcgat-agm003675498,H-0.5-Pd-0.417-Pt-0.083,-1.1887539358523673
3766,dcgat-agm002017918,Bi-0.333-Se-0.667,-1.1887780408558575
17729,dcgat-agm003767158,Au-0.125-Pd-0.75-Zn-0.125,-1.1887800484644915
8438,dcgat-agm003166956,Ag-0.25-Cd-0.25-Pt-0.5,-1.1888819956569177
15203,dcgat-agm003519762,Bi-0.182-Pd-0.727-Tl-0.091,-1.1889251751891106
22218,oqmd-1571199,Cu-0.333-Pd-0.167-Pt-0.5,-1.1889414711088282
17381,dcgat-agm003736450,Au-0.167-In-0.167-Pd-0.667,-1.188952617331077
13807,dcgat-agm003388230,Au-0.4-Cu-0.2-Pd-0.4,-1.189039667133307
17357,dcgat-agm003735628,Bi-0.167-H-0.167-Pd-0.667,-1.1891521021843081
21263,oqmd-1366234,Hg-0.143-Pd-0.714-Te-0.143,-1.1891942740459074
17697,dcgat-agm003766394,Ag-0.125-Pd-0.75-Zn-0.125,-1.1892159056297422
2950,dcgat-agm001620559,Ag-0.2-Au-0.4-H-0.2-Pt-0.2,-1.1892286612382592
5081,dcgat-agm002185184,Pb-0.286-Pt-0.429-Se-0.286,-1.1892546587042978
17717,dcgat-agm003766914,Ga-0.125-Pb-0.125-Pd-0.75,-1.1893896008485974
7396,dcgat-agm003077229,H-0.2-Hg-0.2-Pd-0.6,-1.189592647806625
20917,oqmd-11141,In-0.4-Pt-0.6,-1.1897139959781056
15324,dcgat-agm003529832,Au-0.091-Pd-0.727-Te-0.182,-1.1897177573290083
19489,mp-1902,Mn-0.5-Pd-0.5,-1.189811943889985
16133,dcgat-agm003625178,Cd-0.25-Hg-0.25-Se-0.5,-1.1898200178279068
15217,dcgat-agm003519879,Bi-0.182-Pb-0.091-Pd-0.727,-1.1898723080429412
8439,dcgat-agm003166957,Ag-0.25-Cd-0.25-Pt-0.5,-1.189950409072972
15304,dcgat-agm003529270,Pd-0.727-Sb-0.182-Se-0.091,-1.190013182058082
21309,oqmd-1367806,Pd-0.875-Zn-0.125,-1.1900980849620382
14012,dcgat-agm003414070,Pd-0.333-Pt-0.5-Zn-0.167,-1.1901198976464253
16348,dcgat-agm003638885,Au-0.1-Cd-0.4-Pt-0.5,-1.190123415557074
23200,oqmd-344798,Pd-0.75-Pt-0.25,-1.1901551834231987
17563,dcgat-agm003760840,Bi-0.143-Pd-0.714-Sb-0.143,-1.1902011667554961
3776,dcgat-agm002018271,In-0.25-Se-0.75,-1.19020670443882
8597,dcgat-agm003170540,Au-0.5-Cu-0.25-Pt-0.25,-1.19027386483952
23016,oqmd-20460,As-0.333-Mn-0.333-Ni-0.333,-1.1902790116614392
7713,dcgat-agm003158041,Cd-0.333-Pt-0.667,-1.1903238528957019
5042,dcgat-agm002180787,Pd-0.333-Rh-0.333-Te-0.333,-1.190327760991404
23664,oqmd-7853,Cu-0.4-Se-0.4-Tl-0.2,-1.190337608577607
15425,dcgat-agm003535612,Ag-0.091-As-0.182-Pd-0.727,-1.1903593412721714
18611,mp-1184364,Fe-0.75-Rh-0.25,-1.190389024163348
19231,mp-1225994,Co-0.333-Se-0.333-Te-0.333,-1.1904243606349274
19192,mp-1224823,Ga-0.125-Ge-0.125-Pt-0.75,-1.1904457352352762
16565,dcgat-agm003642773,Au-0.1-Cu-0.4-Pd-0.5,-1.1905382305117462
17560,dcgat-agm003760364,As-0.143-Au-0.143-Pd-0.714,-1.1906383877340536
14923,dcgat-agm003490145,Au-0.222-Pd-0.667-Zn-0.111,-1.190653473644871
17923,dcgat-agm003774085,H-0.125-Pd-0.75-Te-0.125,-1.1906669774417686
17372,dcgat-agm003736048,Ag-0.167-Pd-0.667-Sb-0.167,-1.1908073592212065
15783,dcgat-agm003601249,In-0.333-Pd-0.333-Pt-0.333,-1.190846431494399
21748,oqmd-1480903,As-0.333-Bi-0.333-Sb-0.333,-1.190867576250756
4249,dcgat-agm002083199,Au-0.333-H-0.333-Pd-0.333,-1.19087181427492
15342,dcgat-agm003529872,Hg-0.091-Pd-0.727-Te-0.182,-1.190898244848832
5874,dcgat-agm002308975,Pt-0.833-Rh-0.167,-1.1910045257353752
22951,oqmd-1739776,Mo-0.333-Se-0.667,-1.1910350024028729
21900,oqmd-1501896,Ir-0.111-Rh-0.222-Te-0.667,-1.1910483538243772
15031,dcgat-agm003506541,H-0.111-Pd-0.667-Tl-0.222,-1.1910753433794445
10450,dcgat-agm003193011,Se-0.5-Te-0.25-Tl-0.25,-1.191107132449551
22065,oqmd-1550564,Au-0.5-Se-0.25-Te-0.25,-1.1911876709521665
5493,dcgat-agm002227268,Ni-0.167-Pt-0.833,-1.1911917138611576
8377,dcgat-agm003166396,Ag-0.5-Au-0.25-Pt-0.25,-1.1912071655399399
7389,dcgat-agm003077182,Cd-0.2-H-0.2-Pd-0.6,-1.191246136319756
15305,dcgat-agm003529271,Pd-0.727-Sb-0.091-Se-0.182,-1.1912909663379447
17678,dcgat-agm003765911,Cu-0.125-Hg-0.125-Pd-0.75,-1.1913042799908302
17079,dcgat-agm003677185,Ag-0.417-Bi-0.083-Pd-0.5,-1.191324523252768
20504,mp-973839,Au-0.75-Pd-0.25,-1.191345955954887
13159,dcgat-agm003298674,Pd-0.833-Zn-0.167,-1.1914474264470396
