,sample id,source,batch number,batch date,target composition,post processing id
216,uoft6_240624_Ag-0.222-Au-0.333-Cd-0.444_pp0_rep2,uoft,6,240624,Ag-0.222-Au-0.333-Cd-0.444,pp0
217,uoft6_240624_Cd-0.667-Tl-0.333_pp0_rep2,uoft,6,240624,Cd-0.667-Tl-0.333,pp0
218,uoft6_240624_Ag-0.125-Au-0.125-Cd-0.75_pp0_rep2,uoft,6,240624,Ag-0.125-Au-0.125-Cd-0.75,pp0
219,uoft6_240624_Au-0.25-Cd-0.25-Tl-0.5_pp0_rep2,uoft,6,240624,Au-0.25-Cd-0.25-Tl-0.5,pp0
220,uoft6_240624_Cd-1.0_pp0_rep2,uoft,6,240624,Cd-1.0,pp0
221,uoft6_240624_Ag-0.5-Au-0.25-Cd-0.25_pp0_rep2,uoft,6,240624,Ag-0.5-Au-0.25-Cd-0.25,pp0
222,uoft6_240624_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep3,uoft,6,240624,Au-0.5-Cd-0.25-Tl-0.25,pp0
223,uoft6_240624_Au-0.444-Cd-0.556_pp0_rep3,uoft,6,240624,Au-0.444-Cd-0.556,pp0
224,uoft6_240624_Ag-0.714-Cd-0.286_pp0_rep3,uoft,6,240624,Ag-0.714-Cd-0.286,pp0
225,uoft6_240624_Ag-0.385-Cd-0.615_pp0_rep3,uoft,6,240624,Ag-0.385-Cd-0.615,pp0
226,uoft6_240624_Ag-0.571-Cd-0.429_pp0_rep3,uoft,6,240624,Ag-0.571-Cd-0.429,pp0
227,uoft6_240624_Ag-0.417-Cd-0.583_pp0_rep3,uoft,6,240624,Ag-0.417-Cd-0.583,pp0
228,uoft6_240624_Ag-0.455-Cd-0.545_pp0_rep3,uoft,6,240624,Ag-0.455-Cd-0.545,pp0
229,uoft6_240624_Au-0.889-Cd-0.111_pp0_rep3,uoft,6,240624,Au-0.889-Cd-0.111,pp0
230,uoft6_240624_Au-0.8-Cd-0.2_pp0_rep3,uoft,6,240624,Au-0.8-Cd-0.2,pp0
231,uoft6_240624_Au-0.125-Cd-0.875_pp0_rep3,uoft,6,240624,Au-0.125-Cd-0.875,pp0
232,uoft6_240624_Cd-0.333-Sn-0.667_pp0_rep3,uoft,6,240624,Cd-0.333-Sn-0.667,pp0
233,uoft6_240624_Cd-0.125-Tl-0.875_pp0_rep3,uoft,6,240624,Cd-0.125-Tl-0.875,pp0
234,uoft6_240624_Ag-0.444-Au-0.444-Cd-0.111_pp0_rep3,uoft,6,240624,Ag-0.444-Au-0.444-Cd-0.111,pp0
235,uoft6_240624_Au-0.333-Cd-0.333-Pd-0.333_pp0_rep3,uoft,6,240624,Au-0.333-Cd-0.333-Pd-0.333,pp0
236,uoft6_240624_Ag-0.417-Au-0.417-Cd-0.167_pp0_rep3,uoft,6,240624,Ag-0.417-Au-0.417-Cd-0.167,pp0
237,uoft6_240624_Cd-0.5-Cu-0.5_pp0_rep3,uoft,6,240624,Cd-0.5-Cu-0.5,pp0
238,uoft6_240624_Ag-0.4-Au-0.2-Cd-0.4_pp0_rep3,uoft,6,240624,Ag-0.4-Au-0.2-Cd-0.4,pp0
239,uoft6_240624_Cd-0.833-Tl-0.167_pp0_rep3,uoft,6,240624,Cd-0.833-Tl-0.167,pp0
240,uoft6_240624_Ag-0.222-Au-0.333-Cd-0.444_pp0_rep3,uoft,6,240624,Ag-0.222-Au-0.333-Cd-0.444,pp0
241,uoft6_240624_Cd-0.667-Tl-0.333_pp0_rep3,uoft,6,240624,Cd-0.667-Tl-0.333,pp0
242,uoft6_240624_Ag-0.125-Au-0.125-Cd-0.75_pp0_rep3,uoft,6,240624,Ag-0.125-Au-0.125-Cd-0.75,pp0
243,uoft6_240624_Au-0.25-Cd-0.25-Tl-0.5_pp0_rep3,uoft,6,240624,Au-0.25-Cd-0.25-Tl-0.5,pp0
244,uoft6_240624_Cd-1.0_pp0_rep3,uoft,6,240624,Cd-1.0,pp0
245,uoft6_240624_Ag-0.5-Au-0.25-Cd-0.25_pp0_rep3,uoft,6,240624,Ag-0.5-Au-0.25-Cd-0.25,pp0
246,uoft7_240716_Au-0.556-Pd-0.444_pp0_rep1,uoft,7,240716,Au-0.556-Pd-0.444,pp0
247,uoft7_240716_Au-0.167-Pd-0.833_pp0_rep1,uoft,7,240716,Au-0.167-Pd-0.833,pp0
248,uoft7_240716_Ag-0.333-Au-0.333-Cu-0.333_pp0_rep1,uoft,7,240716,Ag-0.333-Au-0.333-Cu-0.333,pp0
249,uoft7_240716_Ag-0.333-Cu-0.667_pp0_rep1,uoft,7,240716,Ag-0.333-Cu-0.667,pp0
250,uoft7_240716_Ag-0.5-Au-0.125-Pd-0.375_pp0_rep1,uoft,7,240716,Ag-0.5-Au-0.125-Pd-0.375,pp0
251,uoft7_240716_Au-0.125-Cu-0.25-Pd-0.625_pp0_rep1,uoft,7,240716,Au-0.125-Cu-0.25-Pd-0.625,pp0
252,uoft7_240716_Ag-0.25-Au-0.375-Pd-0.375_pp0_rep1,uoft,7,240716,Ag-0.25-Au-0.375-Pd-0.375,pp0
253,uoft7_240716_Au-0.167-Cu-0.5-Pd-0.333_pp0_rep1,uoft,7,240716,Au-0.167-Cu-0.5-Pd-0.333,pp0
254,uoft7_240716_Ag-0.375-Au-0.375-Pd-0.25_pp0_rep1,uoft,7,240716,Ag-0.375-Au-0.375-Pd-0.25,pp0
255,uoft7_240716_Au-0.222-Cu-0.222-Pd-0.556_pp0_rep1,uoft,7,240716,Au-0.222-Cu-0.222-Pd-0.556,pp0
256,uoft7_240716_Cu-0.667-Rh-0.333_pp0_rep1,uoft,7,240716,Cu-0.667-Rh-0.333,pp0
257,uoft7_240716_Ag-0.5-Au-0.375-Pd-0.125_pp0_rep1,uoft,7,240716,Ag-0.5-Au-0.375-Pd-0.125,pp0
258,uoft7_240716_Ag-0.167-Au-0.167-Cu-0.667_pp0_rep1,uoft,7,240716,Ag-0.167-Au-0.167-Cu-0.667,pp0
259,uoft7_240716_Cu-0.75-Rh-0.25_pp0_rep1,uoft,7,240716,Cu-0.75-Rh-0.25,pp0
260,uoft7_240716_Au-0.3-Cu-0.7_pp0_rep1,uoft,7,240716,Au-0.3-Cu-0.7,pp0
261,uoft7_240716_Au-0.571-Pd-0.429_pp0_rep1,uoft,7,240716,Au-0.571-Pd-0.429,pp0
262,uoft7_240716_Ag-0.25-Cu-0.5-Pd-0.25_pp0_rep1,uoft,7,240716,Ag-0.25-Cu-0.5-Pd-0.25,pp0
263,uoft7_240716_Ag-0.111-Cu-0.444-Pd-0.444_pp0_rep1,uoft,7,240716,Ag-0.111-Cu-0.444-Pd-0.444,pp0
264,uoft7_240716_Ag-0.125-Au-0.875_pp0_rep1,uoft,7,240716,Ag-0.125-Au-0.875,pp0
265,uoft7_240716_Rh-0.833-Ru-0.167_pp0_rep1,uoft,7,240716,Rh-0.833-Ru-0.167,pp0
266,uoft7_240716_Au-0.125-Pd-0.875_pp0_rep1,uoft,7,240716,Au-0.125-Pd-0.875,pp0
267,uoft7_240716_Cu-0.833-Rh-0.167_pp0_rep1,uoft,7,240716,Cu-0.833-Rh-0.167,pp0
268,uoft7_240716_Cu-0.833-Pd-0.167_pp0_rep1,uoft,7,240716,Cu-0.833-Pd-0.167,pp0
269,uoft7_240716_Au-0.167-Cu-0.333-Pd-0.5_pp0_rep1,uoft,7,240716,Au-0.167-Cu-0.333-Pd-0.5,pp0
270,uoft7_240716_Au-0.667-Pd-0.333_pp0_rep1,uoft,7,240716,Au-0.667-Pd-0.333,pp0
271,uoft7_240716_Cu-0.875-Pd-0.125_pp0_rep1,uoft,7,240716,Cu-0.875-Pd-0.125,pp0
272,uoft7_240716_Pd-0.833-Rh-0.167_pp0_rep1,uoft,7,240716,Pd-0.833-Rh-0.167,pp0
273,uoft7_240716_Ag-0.167-Au-0.167-Pd-0.667_pp0_rep1,uoft,7,240716,Ag-0.167-Au-0.167-Pd-0.667,pp0
274,uoft7_240716_Ag-0.429-Au-0.143-Pd-0.429_pp0_rep1,uoft,7,240716,Ag-0.429-Au-0.143-Pd-0.429,pp0
275,uoft7_240716_Ag-0.1-Au-0.5-Pd-0.4_pp0_rep1,uoft,7,240716,Ag-0.1-Au-0.5-Pd-0.4,pp0
276,uoft7_240716_Au-0.556-Pd-0.444_pp0_rep2,uoft,7,240716,Au-0.556-Pd-0.444,pp0
277,uoft7_240716_Au-0.167-Pd-0.833_pp0_rep2,uoft,7,240716,Au-0.167-Pd-0.833,pp0
278,uoft7_240716_Ag-0.333-Au-0.333-Cu-0.333_pp0_rep2,uoft,7,240716,Ag-0.333-Au-0.333-Cu-0.333,pp0
279,uoft7_240716_Ag-0.333-Cu-0.667_pp0_rep2,uoft,7,240716,Ag-0.333-Cu-0.667,pp0
280,uoft7_240716_Ag-0.5-Au-0.125-Pd-0.375_pp0_rep2,uoft,7,240716,Ag-0.5-Au-0.125-Pd-0.375,pp0
281,uoft7_240716_Au-0.125-Cu-0.25-Pd-0.625_pp0_rep2,uoft,7,240716,Au-0.125-Cu-0.25-Pd-0.625,pp0
282,uoft7_240716_Ag-0.25-Au-0.375-Pd-0.375_pp0_rep2,uoft,7,240716,Ag-0.25-Au-0.375-Pd-0.375,pp0
283,uoft7_240716_Au-0.167-Cu-0.5-Pd-0.333_pp0_rep2,uoft,7,240716,Au-0.167-Cu-0.5-Pd-0.333,pp0
284,uoft7_240716_Ag-0.375-Au-0.375-Pd-0.25_pp0_rep2,uoft,7,240716,Ag-0.375-Au-0.375-Pd-0.25,pp0
285,uoft7_240716_Au-0.222-Cu-0.222-Pd-0.556_pp0_rep2,uoft,7,240716,Au-0.222-Cu-0.222-Pd-0.556,pp0
286,uoft7_240716_Cu-0.667-Rh-0.333_pp0_rep2,uoft,7,240716,Cu-0.667-Rh-0.333,pp0
287,uoft7_240716_Ag-0.5-Au-0.375-Pd-0.125_pp0_rep2,uoft,7,240716,Ag-0.5-Au-0.375-Pd-0.125,pp0
288,uoft7_240716_Ag-0.167-Au-0.167-Cu-0.667_pp0_rep2,uoft,7,240716,Ag-0.167-Au-0.167-Cu-0.667,pp0
289,uoft7_240716_Cu-0.75-Rh-0.25_pp0_rep2,uoft,7,240716,Cu-0.75-Rh-0.25,pp0
290,uoft7_240716_Au-0.3-Cu-0.7_pp0_rep2,uoft,7,240716,Au-0.3-Cu-0.7,pp0
291,uoft7_240716_Au-0.571-Pd-0.429_pp0_rep2,uoft,7,240716,Au-0.571-Pd-0.429,pp0
292,uoft7_240716_Ag-0.25-Cu-0.5-Pd-0.25_pp0_rep2,uoft,7,240716,Ag-0.25-Cu-0.5-Pd-0.25,pp0
293,uoft7_240716_Ag-0.111-Cu-0.444-Pd-0.444_pp0_rep2,uoft,7,240716,Ag-0.111-Cu-0.444-Pd-0.444,pp0
294,uoft7_240716_Ag-0.125-Au-0.875_pp0_rep2,uoft,7,240716,Ag-0.125-Au-0.875,pp0
295,uoft7_240716_Rh-0.833-Ru-0.167_pp0_rep2,uoft,7,240716,Rh-0.833-Ru-0.167,pp0
296,uoft7_240716_Au-0.125-Pd-0.875_pp0_rep2,uoft,7,240716,Au-0.125-Pd-0.875,pp0
297,uoft7_240716_Cu-0.833-Rh-0.167_pp0_rep2,uoft,7,240716,Cu-0.833-Rh-0.167,pp0
298,uoft7_240716_Cu-0.833-Pd-0.167_pp0_rep2,uoft,7,240716,Cu-0.833-Pd-0.167,pp0
299,uoft7_240716_Au-0.167-Cu-0.333-Pd-0.5_pp0_rep2,uoft,7,240716,Au-0.167-Cu-0.333-Pd-0.5,pp0
300,uoft7_240716_Au-0.667-Pd-0.333_pp0_rep2,uoft,7,240716,Au-0.667-Pd-0.333,pp0
301,uoft7_240716_Cu-0.875-Pd-0.125_pp0_rep2,uoft,7,240716,Cu-0.875-Pd-0.125,pp0
302,uoft7_240716_Pd-0.833-Rh-0.167_pp0_rep2,uoft,7,240716,Pd-0.833-Rh-0.167,pp0
303,uoft7_240716_Ag-0.167-Au-0.167-Pd-0.667_pp0_rep2,uoft,7,240716,Ag-0.167-Au-0.167-Pd-0.667,pp0
304,uoft7_240716_Ag-0.429-Au-0.143-Pd-0.429_pp0_rep2,uoft,7,240716,Ag-0.429-Au-0.143-Pd-0.429,pp0
305,uoft7_240716_Ag-0.1-Au-0.5-Pd-0.4_pp0_rep2,uoft,7,240716,Ag-0.1-Au-0.5-Pd-0.4,pp0
306,uoft7_240716_Au-0.556-Pd-0.444_pp0_rep3,uoft,7,240716,Au-0.556-Pd-0.444,pp0
307,uoft7_240716_Au-0.167-Pd-0.833_pp0_rep3,uoft,7,240716,Au-0.167-Pd-0.833,pp0
308,uoft7_240716_Ag-0.333-Au-0.333-Cu-0.333_pp0_rep3,uoft,7,240716,Ag-0.333-Au-0.333-Cu-0.333,pp0
309,uoft7_240716_Ag-0.333-Cu-0.667_pp0_rep3,uoft,7,240716,Ag-0.333-Cu-0.667,pp0
310,uoft7_240716_Ag-0.5-Au-0.125-Pd-0.375_pp0_rep3,uoft,7,240716,Ag-0.5-Au-0.125-Pd-0.375,pp0
311,uoft7_240716_Au-0.125-Cu-0.25-Pd-0.625_pp0_rep3,uoft,7,240716,Au-0.125-Cu-0.25-Pd-0.625,pp0
312,uoft7_240716_Ag-0.25-Au-0.375-Pd-0.375_pp0_rep3,uoft,7,240716,Ag-0.25-Au-0.375-Pd-0.375,pp0
313,uoft7_240716_Au-0.167-Cu-0.5-Pd-0.333_pp0_rep3,uoft,7,240716,Au-0.167-Cu-0.5-Pd-0.333,pp0
314,uoft7_240716_Ag-0.375-Au-0.375-Pd-0.25_pp0_rep3,uoft,7,240716,Ag-0.375-Au-0.375-Pd-0.25,pp0
315,uoft7_240716_Au-0.222-Cu-0.222-Pd-0.556_pp0_rep3,uoft,7,240716,Au-0.222-Cu-0.222-Pd-0.556,pp0
316,uoft7_240716_Cu-0.667-Rh-0.333_pp0_rep3,uoft,7,240716,Cu-0.667-Rh-0.333,pp0
317,uoft7_240716_Ag-0.5-Au-0.375-Pd-0.125_pp0_rep3,uoft,7,240716,Ag-0.5-Au-0.375-Pd-0.125,pp0
318,uoft7_240716_Ag-0.167-Au-0.167-Cu-0.667_pp0_rep3,uoft,7,240716,Ag-0.167-Au-0.167-Cu-0.667,pp0
319,uoft7_240716_Cu-0.75-Rh-0.25_pp0_rep3,uoft,7,240716,Cu-0.75-Rh-0.25,pp0
320,uoft7_240716_Au-0.3-Cu-0.7_pp0_rep3,uoft,7,240716,Au-0.3-Cu-0.7,pp0
321,uoft7_240716_Au-0.571-Pd-0.429_pp0_rep3,uoft,7,240716,Au-0.571-Pd-0.429,pp0
322,uoft7_240716_Ag-0.25-Cu-0.5-Pd-0.25_pp0_rep3,uoft,7,240716,Ag-0.25-Cu-0.5-Pd-0.25,pp0
323,uoft7_240716_Ag-0.111-Cu-0.444-Pd-0.444_pp0_rep3,uoft,7,240716,Ag-0.111-Cu-0.444-Pd-0.444,pp0
324,uoft7_240716_Ag-0.125-Au-0.875_pp0_rep3,uoft,7,240716,Ag-0.125-Au-0.875,pp0
325,uoft7_240716_Rh-0.833-Ru-0.167_pp0_rep3,uoft,7,240716,Rh-0.833-Ru-0.167,pp0
326,uoft7_240716_Au-0.125-Pd-0.875_pp0_rep3,uoft,7,240716,Au-0.125-Pd-0.875,pp0
327,uoft7_240716_Cu-0.833-Rh-0.167_pp0_rep3,uoft,7,240716,Cu-0.833-Rh-0.167,pp0
328,uoft7_240716_Cu-0.833-Pd-0.167_pp0_rep3,uoft,7,240716,Cu-0.833-Pd-0.167,pp0
329,uoft7_240716_Au-0.167-Cu-0.333-Pd-0.5_pp0_rep3,uoft,7,240716,Au-0.167-Cu-0.333-Pd-0.5,pp0
330,uoft7_240716_Au-0.667-Pd-0.333_pp0_rep3,uoft,7,240716,Au-0.667-Pd-0.333,pp0
331,uoft7_240716_Cu-0.875-Pd-0.125_pp0_rep3,uoft,7,240716,Cu-0.875-Pd-0.125,pp0
332,uoft7_240716_Pd-0.833-Rh-0.167_pp0_rep3,uoft,7,240716,Pd-0.833-Rh-0.167,pp0
333,uoft7_240716_Ag-0.167-Au-0.167-Pd-0.667_pp0_rep3,uoft,7,240716,Ag-0.167-Au-0.167-Pd-0.667,pp0
334,uoft7_240716_Ag-0.429-Au-0.143-Pd-0.429_pp0_rep3,uoft,7,240716,Ag-0.429-Au-0.143-Pd-0.429,pp0
335,uoft7_240716_Ag-0.1-Au-0.5-Pd-0.4_pp0_rep3,uoft,7,240716,Ag-0.1-Au-0.5-Pd-0.4,pp0
336,uoft8_241025_Au-0.5-Cd-0.25-Pd-0.25_pp0_rep1,uoft,8,241025,Au-0.5-Cd-0.25-Pd-0.25,pp0
337,uoft8_241025_Cd-0.667-Pd-0.333_pp0_rep1,uoft,8,241025,Cd-0.667-Pd-0.333,pp0
338,uoft8_241025_Au-0.25-Cd-0.5-Pd-0.25_pp0_rep1,uoft,8,241025,Au-0.25-Cd-0.5-Pd-0.25,pp0
339,uoft8_241025_Au-0.308-Cd-0.692_pp0_rep1,uoft,8,241025,Au-0.308-Cd-0.692,pp0
340,uoft8_241025_Au-0.294-Cd-0.706_pp0_rep1,uoft,8,241025,Au-0.294-Cd-0.706,pp0
341,uoft8_241025_Au-0.333-Cd-0.667_pp0_rep1,uoft,8,241025,Au-0.333-Cd-0.667,pp0
342,uoft8_241025_Au-0.375-Cd-0.625_pp0_rep1,uoft,8,241025,Au-0.375-Cd-0.625,pp0
343,uoft8_241025_Ag-0.333-Cd-0.667_pp0_rep1,uoft,8,241025,Ag-0.333-Cd-0.667,pp0
344,uoft8_241025_Au-0.5-Cd-0.5_pp0_rep1,uoft,8,241025,Au-0.5-Cd-0.5,pp0
345,uoft8_241025_Ag-0.5-Cd-0.5_pp0_rep1,uoft,8,241025,Ag-0.5-Cd-0.5,pp0
346,uoft8_241025_Ag-0.25-Cd-0.5-Pd-0.25_pp0_rep1,uoft,8,241025,Ag-0.25-Cd-0.5-Pd-0.25,pp0
347,uoft8_241025_Ag-0.75-Cd-0.25_pp0_rep1,uoft,8,241025,Ag-0.75-Cd-0.25,pp0
348,uoft8_241025_Ag-0.25-Cd-0.75_pp0_rep1,uoft,8,241025,Ag-0.25-Cd-0.75,pp0
349,uoft8_241025_Ag-0.25-Au-0.5-Cd-0.25_pp0_rep1,uoft,8,241025,Ag-0.25-Au-0.5-Cd-0.25,pp0
350,uoft8_241025_Ag-0.25-Au-0.25-Cd-0.5_pp0_rep1,uoft,8,241025,Ag-0.25-Au-0.25-Cd-0.5,pp0
351,uoft8_241025_Au-0.25-Cd-0.75_pp0_rep1,uoft,8,241025,Au-0.25-Cd-0.75,pp0
352,uoft8_241025_Au-0.4-Cd-0.6_pp0_rep1,uoft,8,241025,Au-0.4-Cd-0.6,pp0
353,uoft8_241025_Au-0.625-Cd-0.375_pp0_rep1,uoft,8,241025,Au-0.625-Cd-0.375,pp0
354,uoft8_241025_Cd-0.765-Pd-0.235_pp0_rep1,uoft,8,241025,Cd-0.765-Pd-0.235,pp0
355,uoft8_241025_Au-0.5-Cd-0.25-Cu-0.25_pp0_rep1,uoft,8,241025,Au-0.5-Cd-0.25-Cu-0.25,pp0
356,uoft8_241025_Ag-0.6-Cd-0.4_pp0_rep1,uoft,8,241025,Ag-0.6-Cd-0.4,pp0
357,uoft8_241025_Cd-0.875-Ni-0.125_pp0_rep1,uoft,8,241025,Cd-0.875-Ni-0.125,pp0
358,uoft8_241025_Ag-0.2-Cd-0.8_pp0_rep1,uoft,8,241025,Ag-0.2-Cd-0.8,pp0
359,uoft8_241025_Au-0.333-Pd-0.667_pp0_rep1,uoft,8,241025,Au-0.333-Pd-0.667,pp0
360,uoft8_241025_Au-0.385-Cd-0.615_pp0_rep1,uoft,8,241025,Au-0.385-Cd-0.615,pp0
361,uoft8_241025_Cd-0.25-Hg-0.25-Pd-0.5_pp0_rep1,uoft,8,241025,Cd-0.25-Hg-0.25-Pd-0.5,pp0
362,uoft8_241025_Cd-0.5-Pd-0.5_pp0_rep1,uoft,8,241025,Cd-0.5-Pd-0.5,pp0
363,uoft8_241025_Ag-0.5-Cd-0.25-Pd-0.25_pp0_rep1,uoft,8,241025,Ag-0.5-Cd-0.25-Pd-0.25,pp0
364,uoft8_241025_Au-0.75-Cd-0.25_pp0_rep1,uoft,8,241025,Au-0.75-Cd-0.25,pp0
365,uoft8_241025_Cd-0.75-Pd-0.25_pp0_rep1,uoft,8,241025,Cd-0.75-Pd-0.25,pp0
366,uoft8_241025_Au-0.5-Cd-0.25-Pd-0.25_pp0_rep2,uoft,8,241025,Au-0.5-Cd-0.25-Pd-0.25,pp0
367,uoft8_241025_Cd-0.667-Pd-0.333_pp0_rep2,uoft,8,241025,Cd-0.667-Pd-0.333,pp0
368,uoft8_241025_Au-0.25-Cd-0.5-Pd-0.25_pp0_rep2,uoft,8,241025,Au-0.25-Cd-0.5-Pd-0.25,pp0
369,uoft8_241025_Au-0.308-Cd-0.692_pp0_rep2,uoft,8,241025,Au-0.308-Cd-0.692,pp0
370,uoft8_241025_Au-0.294-Cd-0.706_pp0_rep2,uoft,8,241025,Au-0.294-Cd-0.706,pp0
371,uoft8_241025_Au-0.333-Cd-0.667_pp0_rep2,uoft,8,241025,Au-0.333-Cd-0.667,pp0
372,uoft8_241025_Au-0.375-Cd-0.625_pp0_rep2,uoft,8,241025,Au-0.375-Cd-0.625,pp0
373,uoft8_241025_Ag-0.333-Cd-0.667_pp0_rep2,uoft,8,241025,Ag-0.333-Cd-0.667,pp0
374,uoft8_241025_Au-0.5-Cd-0.5_pp0_rep2,uoft,8,241025,Au-0.5-Cd-0.5,pp0
375,uoft8_241025_Ag-0.5-Cd-0.5_pp0_rep2,uoft,8,241025,Ag-0.5-Cd-0.5,pp0
376,uoft8_241025_Ag-0.25-Cd-0.5-Pd-0.25_pp0_rep2,uoft,8,241025,Ag-0.25-Cd-0.5-Pd-0.25,pp0
377,uoft8_241025_Ag-0.75-Cd-0.25_pp0_rep2,uoft,8,241025,Ag-0.75-Cd-0.25,pp0
378,uoft8_241025_Ag-0.25-Cd-0.75_pp0_rep2,uoft,8,241025,Ag-0.25-Cd-0.75,pp0
379,uoft8_241025_Ag-0.25-Au-0.5-Cd-0.25_pp0_rep2,uoft,8,241025,Ag-0.25-Au-0.5-Cd-0.25,pp0
380,uoft8_241025_Ag-0.25-Au-0.25-Cd-0.5_pp0_rep2,uoft,8,241025,Ag-0.25-Au-0.25-Cd-0.5,pp0
381,uoft8_241025_Au-0.25-Cd-0.75_pp0_rep2,uoft,8,241025,Au-0.25-Cd-0.75,pp0
382,uoft8_241025_Au-0.4-Cd-0.6_pp0_rep2,uoft,8,241025,Au-0.4-Cd-0.6,pp0
383,uoft8_241025_Au-0.625-Cd-0.375_pp0_rep2,uoft,8,241025,Au-0.625-Cd-0.375,pp0
384,uoft8_241025_Cd-0.765-Pd-0.235_pp0_rep2,uoft,8,241025,Cd-0.765-Pd-0.235,pp0
385,uoft8_241025_Au-0.5-Cd-0.25-Cu-0.25_pp0_rep2,uoft,8,241025,Au-0.5-Cd-0.25-Cu-0.25,pp0
386,uoft8_241025_Ag-0.6-Cd-0.4_pp0_rep2,uoft,8,241025,Ag-0.6-Cd-0.4,pp0
387,uoft8_241025_Cd-0.875-Ni-0.125_pp0_rep2,uoft,8,241025,Cd-0.875-Ni-0.125,pp0
388,uoft8_241025_Ag-0.2-Cd-0.8_pp0_rep2,uoft,8,241025,Ag-0.2-Cd-0.8,pp0
389,uoft8_241025_Au-0.333-Pd-0.667_pp0_rep2,uoft,8,241025,Au-0.333-Pd-0.667,pp0
390,uoft8_241025_Au-0.385-Cd-0.615_pp0_rep2,uoft,8,241025,Au-0.385-Cd-0.615,pp0
391,uoft8_241025_Cd-0.25-Hg-0.25-Pd-0.5_pp0_rep2,uoft,8,241025,Cd-0.25-Hg-0.25-Pd-0.5,pp0
392,uoft8_241025_Cd-0.5-Pd-0.5_pp0_rep2,uoft,8,241025,Cd-0.5-Pd-0.5,pp0
393,uoft8_241025_Ag-0.5-Cd-0.25-Pd-0.25_pp0_rep2,uoft,8,241025,Ag-0.5-Cd-0.25-Pd-0.25,pp0
394,uoft8_241025_Au-0.75-Cd-0.25_pp0_rep2,uoft,8,241025,Au-0.75-Cd-0.25,pp0
395,uoft8_241025_Cd-0.75-Pd-0.25_pp0_rep2,uoft,8,241025,Cd-0.75-Pd-0.25,pp0
396,uoft8_241025_Au-0.5-Cd-0.25-Pd-0.25_pp0_rep3,uoft,8,241025,Au-0.5-Cd-0.25-Pd-0.25,pp0
397,uoft8_241025_Cd-0.667-Pd-0.333_pp0_rep3,uoft,8,241025,Cd-0.667-Pd-0.333,pp0
398,uoft8_241025_Au-0.25-Cd-0.5-Pd-0.25_pp0_rep3,uoft,8,241025,Au-0.25-Cd-0.5-Pd-0.25,pp0
399,uoft8_241025_Au-0.308-Cd-0.692_pp0_rep3,uoft,8,241025,Au-0.308-Cd-0.692,pp0
400,uoft8_241025_Au-0.294-Cd-0.706_pp0_rep3,uoft,8,241025,Au-0.294-Cd-0.706,pp0
401,uoft8_241025_Au-0.333-Cd-0.667_pp0_rep3,uoft,8,241025,Au-0.333-Cd-0.667,pp0
402,uoft8_241025_Au-0.375-Cd-0.625_pp0_rep3,uoft,8,241025,Au-0.375-Cd-0.625,pp0
403,uoft8_241025_Ag-0.333-Cd-0.667_pp0_rep3,uoft,8,241025,Ag-0.333-Cd-0.667,pp0
404,uoft8_241025_Au-0.5-Cd-0.5_pp0_rep3,uoft,8,241025,Au-0.5-Cd-0.5,pp0
405,uoft8_241025_Ag-0.5-Cd-0.5_pp0_rep3,uoft,8,241025,Ag-0.5-Cd-0.5,pp0
406,uoft8_241025_Ag-0.25-Cd-0.5-Pd-0.25_pp0_rep3,uoft,8,241025,Ag-0.25-Cd-0.5-Pd-0.25,pp0
407,uoft8_241025_Ag-0.75-Cd-0.25_pp0_rep3,uoft,8,241025,Ag-0.75-Cd-0.25,pp0
408,uoft8_241025_Ag-0.25-Cd-0.75_pp0_rep3,uoft,8,241025,Ag-0.25-Cd-0.75,pp0
409,uoft8_241025_Ag-0.25-Au-0.5-Cd-0.25_pp0_rep3,uoft,8,241025,Ag-0.25-Au-0.5-Cd-0.25,pp0
410,uoft8_241025_Ag-0.25-Au-0.25-Cd-0.5_pp0_rep3,uoft,8,241025,Ag-0.25-Au-0.25-Cd-0.5,pp0
411,uoft8_241025_Au-0.25-Cd-0.75_pp0_rep3,uoft,8,241025,Au-0.25-Cd-0.75,pp0
412,uoft8_241025_Au-0.4-Cd-0.6_pp0_rep3,uoft,8,241025,Au-0.4-Cd-0.6,pp0
413,uoft8_241025_Au-0.625-Cd-0.375_pp0_rep3,uoft,8,241025,Au-0.625-Cd-0.375,pp0
414,uoft8_241025_Cd-0.765-Pd-0.235_pp0_rep3,uoft,8,241025,Cd-0.765-Pd-0.235,pp0
415,uoft8_241025_Au-0.5-Cd-0.25-Cu-0.25_pp0_rep3,uoft,8,241025,Au-0.5-Cd-0.25-Cu-0.25,pp0
416,uoft8_241025_Ag-0.6-Cd-0.4_pp0_rep3,uoft,8,241025,Ag-0.6-Cd-0.4,pp0
417,uoft8_241025_Cd-0.875-Ni-0.125_pp0_rep3,uoft,8,241025,Cd-0.875-Ni-0.125,pp0
418,uoft8_241025_Ag-0.2-Cd-0.8_pp0_rep3,uoft,8,241025,Ag-0.2-Cd-0.8,pp0
419,uoft8_241025_Au-0.333-Pd-0.667_pp0_rep3,uoft,8,241025,Au-0.333-Pd-0.667,pp0
420,uoft8_241025_Au-0.385-Cd-0.615_pp0_rep3,uoft,8,241025,Au-0.385-Cd-0.615,pp0
